Place ID,Name,Address,City,State,Zip,Phone,URL,Description,Type,Picnic,Family Friendly,Requires Reservations,Tasting Fee,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Open,Sunday Open,Sunday Close,Photos,Snugabug Pick
WIN92,Hanna Winery ,5353 Occidental Road,Santa Rosa,CA,95401,(707) 575-3371,http://www.hannawinery.com/,"HANNA Winery was founded in 1985 and is most commonly known for its Russian River Valley Sauvignon Blanc and Chardonnay, as well as its Alexander Valley Cabernet Sauvignon. HANNA Winery also produces other varietals such as Zinfandel from the steeply-terraced hillsides of Bismark Mountain Vineyard. Their Mediterranean-style tasting room sits atop a knoll overlooking the Alexander Valley and the “Red Ranch” vineyard, home to their flagship Cabernet and Merlot. The building’s wrap-around veranda is the perfect place to enjoy the stunning view while sipping your wine. You can also have a picnic, right outside the winery on their picnic tables. ",Wineries,Y,Y,N,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,Y,
WIN93,Inman Family Wines,3900 Piner Road,Santa Rosa,CA,95401,(707) 293-9576,http://www.inmanfamilywines.com/,"Established in 2000 Inman Family Wines are produced in small lots exclusively with wine grapes from the Russian River Valley. The estate vineyard, Olivet Grange is organically farmed. They employ winemaking techniques that preserve nuance and highlight the unique qualities of the source vineyards.  You can visit the winery and tasting room at the Olivet Grange Vineyard. Located at the junction of Olivet and Piner Road, the tasting room is open Thursday through Monday from 11am-4pm. A private tasting and vineyard tour with winemaker and owner Kathleen Inman is available by appointment. ",Wineries,N,Y,N,Y,11,16,,,,,11,16,11,16,11,16,11,16,N,
WIN94,Lost Canyon Winery,123 4th Street,Santa Rosa,CA,95401,(707) 623-9621,http://www.lostcanyonwinery.com/,"The aim of Lost Canyon Winery is to craft wines that exemplify each of the distinct attributes of their different vineyards. Each of the carefully selected single-vineyards have a distinctive location and a personality of their own. Each vineyard's character guides the Lost Canyon wine style of elegantly lush and vibrant fruit flavors with a careful balance of natural acids and delicate tannins. You can try the wines at their Tasting Room; Located at 123 4th St. in downtown Santa Rosa, CA. ",Wineries,N,Y,N,Y,,,,,,,,,11,16,11,16,11,16,Y,
WIN95,The Mountain Winery,14831 Pierce Rd,Saratoga,CA,95070,(408) 741-2822,www.mountainwinery.com/,"The Mountain Winery, formerly the Paul Masson Mountain Winery, is a winery in Saratoga, California, USA. It was founded by Paul Masson, a pioneer of the California wine industry. The winery became famous for its slogan, voiced by Orson Welles in television commercials, ""We will sell no wine before its time."" The Winery provides an incomparable setting for a wide variety of events, including weddings, corporate meetings, dinner parties, concerts, and holiday parties. Their concerts featured famous performers such as Ella Fitzgerald, Tony Bennett, Aimee Mann, Ringo Starr, Stevie Wonder, Ray Charles, The Beach Boys, and Carlos Santana.",Wineries,Y,Y,N,Y,,,,,,,12,17,12,17,12,17,12,17,Y,Y
WIN96,Cooper-Garrod Estate Vineyards,22645 Garrod Rd,Saratoga,CA,95070,(408) 867-7116,http://www.cgv.com/,"The Cooper-Garrod Estate Vineyards is a family owned and operated estate winery. Located on hillsides above Saratoga, the vines capitalize on the sunny days, moderate nights, and long growing season of the Santa Cruz Mountains.  Their historic tasting room, the Fruit House, is open daily except for special holiday. It’s a great place for the entire family. There are several picnic tables so you can drink wine and enjoy some food while overlooking their estate. There is a mini table located inside for children to sit at. They also have a stable where kids can go for a horseback ride.",Wineries,,Y,N,Y,12,17,12,17,12,17,12,17,12,17,10,17,10,17,Y,Y
WIN97,Dutton Estate Winery,8757 Green Valley Road,Sebastopol,CA,95472,(707) 829-9463,http://sebastopolvineyards.com/,"Since the winery’s inception, Dutton Estate wine production was in a quaint farm building at the winery’s property located on one of their vineyards in the Russian River Valley. In spring of 2006, a new winery building was constructed alongside the old barn and is now home for Dutton Estate wines as well as a small number of high-end wine producers.  Varietals of sauvignon blanc, chardonnay, pinot noir and syrah are currently being produced.",Wineries,Y,Y,N,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,Y,
WIN98,Patz & Hall Winery,21200 8th Street East,Sonoma,CA,95476,(707) 265-7700,www.patzhall.com,"Patz & Hall was founded in 1988 and today is one of California’s most highly regarded wineries, with a celebrated portfolio of single-vineyard Chardonnay and Pinot Noir wines. The Sonoma House at Patz & Hall is located just north of the Eighth Street wineries, within biking distance of Sonoma Square and the shops of downtown Sonoma. It offers a wine tasting experience where you can relax as you look out over the estate vineyards tucked along the edge of the Mayacamas Mountains while enjoying the acclaimed Chardonnays and Pinot Noirs. ",Wineries,N,Y,N,Y,10,16,,,,,10,16,10,16,10,16,10,16,Y,
WIN99,Anaba,60 Bonneau Rd,Sonoma,CA,95476,707-996-4188,www.anabawines.com,"The name Anaba originates from cool, upward-flowing anabatic winds that soar and swirl through its sustainably-farmed Carneros Estate vineyards. Anaba's Rhône-style wines are artistic blends, inspired by the rugged earthiness of France's Rhône Valley, while their Chardonnays and Pinot Noirs reflect the elegance and grace of the gently sloping vineyards found in Burgundy.
The Anaba tasting room is a charming, recently-restored 100 year-old farmhouse situated amongst the estate vineyards.  During a visit you can enjoy tasting inside at the tasting bar or seated on the patio overlooking the vineyards. You can also bringing your picnic and enjoy the outside patio with tables.",Wineries,Y,Y,Y,Y,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,10:30,17:30,Y,
WIN100,Bartholomew Park Winery,1000 Vineyard Ln,Sonoma,CA,95476,707-939-3026,www.bartpark.com,"Bartholomew Park Winery was founded in 1994 and is nestled on a historic, organically-farmed estate just a few blocks east of Sonoma's plaza.  The unique setting of this vineyard, tucked up against Arroyo Seco, enjoys, warm temperatures, constant breezes and excellent drainage typical of higher elevation sites. They produce hand-craft boutique quantities of single-vineyard wines offered exclusively through their tasting room and website. They offer a unique food and wine pairing experience in an outdoor setting overlooking the vineyards. You can also bring a picnic basket and enjoy the beautiful grounds and their picnic tables surrounded by nature. ",Wineries,Y,Y,N,Y,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,Y,Y
WIN101,Buena Vista Winery,18000 Old Winery Rd,Sonoma,CA,95476,800-926-1266,www.buenavistawinery.com,"Founded in 1857, Buena Vista is located in Sonoma and is the oldest commercial winery in California. The original winery is now a California Historic Landmark, and home to the winery, tasting room, and visitor’s center.  Jjust 5 minutes from Sonoma’s famous plaza square, Buena Vista Winery’s Historic Press House is open for tasting year-round. They offer a wide selection of new releases, as well as a library of older wines for your enjoyment. A designated Historic Landmark, the shaded picnic grounds are a nice spot where child and dog are also welcome.  ",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN102,Cline Cellars,24737 Arnold Dr,Sonoma,CA,95476,707-940-4001,clinecellars.com,"Cline Cellars is a family-owned vineyard and winery, Situated on a historic 350-acre estate, in the Carneros region of Sonoma County, California and that specializes in Zinfandels and French Rhône-style wines.  The Cline property was originally intended as the site of the final California Mission in 1820. The Clines have constructed a museum that displays meticulously hand-crafted models of all 21 missions as well as two stained glass panels originating in 15th Century Spain. The grounds of the estate contain six spring-fed ponds home to turtles and the occasional heron. A visit to Cline Cellars and the sister properties across the street—Jacuzzi Family Vineyards and The Olive Press—will enchant you with the flavors, fragrance and friendliness of Sonoma County. Cline is family friendly and children can play in the grass area, feed the ducks & learn a little about California history at the museum. ",Wineries,Y,Y,N,N,10,18,10,18,10,18,10,18,10,18,10,18,10,18,Y,
WIN103,Gundlach Bundschu Winery,2000 Denmark St,Sonoma,CA,95476,707-938-5277,www.gunbun.com,"Gundlach Bundschu is California's oldest continuously family-owned winery, and is the second oldest winery after Buena Vista Winery. It is still owned and operated by the founder's heirs and today led by the sixth generation. The winery's 320-acre estate vineyard is located within the Sonoma Valley AVA of Sonoma County, at the crossroads of the Sonoma Valley, Los Carneros AVA and Napa Valley AVA, along the Mayacamas Mountains. Today, they focus on making small lots of ultra-premium wines from this distinctive and historic property. The grounds are beautiful, great place to bring a picnic and relax by the water at one of the tables.",Wineries,Y,Y,N,Y,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,Y,
WIN104,Jacuzzi Family Vineyards,24724 Arnold Dr,Sonoma,CA,95476,707-931-7575,www.jacuzziwines.com,"The Jacuzzi Family Vineyards started in 1921 with the purchase of a 161-acre farm in Contra Costa County in Northern California. In 1936 the family applied for a license to make wine for home consumption. Limited to 200 gallons (approximately 84 cases) the vineyard was planted to Zinfandel, Carignane and Mourvedre and thjey sold grapes for $30-$35 a ton. In a visit to the Jacuzzi Family Vineyards you can enjoy a tasting of both wine and olive oil. The tour starts with The Olive Press; guests are escorted through the press room and into the piazza for a tasting of four featured oils. Then guests enjoy Jacuzzi’s Italian wines. The grounds in the back courtyard are perfect for picnics overlooking Sonoma Valley and the vineyards.",Wineries,Y,Y,N,N,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,Y,
WIN105,Larson Family Winery,23355 Millerick Rd,Sonoma,CA,95476,707-938-3031,www.larsonfamilywinery.com,"Larson Family Winery is a fun, family friendly winery located in the heart of the Carneros region of Sonoma. The winery sits on 70 acres and lends itself to some of the best views in Sonoma County. Enjoy a unique, one of a kind wine country experience that was once home to the Sonoma Rodeo. The property is beautiful and has a gorgeous picnic space with lots of flowers, a small lake and the green mountains in the backdrop.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN106,Nicholson Ranch Winery,4200 Napa Rd,Sonoma,CA,95476,707-938-8822,www.nicholsonranch.com,"Nestled in the southern foothills of the Sonoma, the vineyards of Nicholson Ranch are planted in one of the world's most prized grape-growing regions. The Ranch enjoys a combination of soils, sloping hills and climate that is ideal for producing premium grapes for handcrafted Chardonnay, Pinot Noir, Merlot and Syrah. Nicholson Ranch is a casual and friendly place to taste fine wines and enjoy sweeping wine country views. You can sit by the lakeside, in the Fountain Courtyard, or at the tasting bar. Very family friendly where kids can play outside with the winery dog-pepper.",Wineries,Y,Y,N,Y,10,18,10,18,10,18,10,18,10,18,10,18,10,18,Y,Y
WIN107,Ravenswood,18701 Gehricke Rd,Sonoma,CA,95476,707-933-2332,www.ravenswoodwinery.com,"Ravenwood's ""No Wimpy Wines"" credo says it all - embraced the bold, abhor the bland. From out flock of Single Vineyard Designate wines, as unique as the individual vineyards they're from and the people who farm them, to the Country Series wines that capture the spirit of California's best growing regions and the popular Vintners Blend bottling sourced from vineyards throughout California, we strive to put what we pick from the fields right into the bottle. Unadulterated, unapologetic, unfussy, unwimpy.",Wineries,Y,Y,N,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,N,
WIN108,Robledo Family Winery,21901 Bonness Rd,Sonoma,CA,95476,707-939-6903,www.robledofamilywinery.com,"In 1996 Reynaldo Robledo, who left his home state of Michoacan, Mexico to work in Napa Valley formed his own vineyard management business, Robledo Vineyard Management, LLC.  The family then purchased fourteen vineyards, totaling approximately 350 acres, in Sonoma, Napa and Lake Counties. The Robledo family opened the first winery in 2003.  Although they still sell most of their fruit to other wineries, they now produce an impressive portfolio of premium wines. The Robledo Family Winery tasting room is off hwy 116 on Bonness Road in Sonoma Valley  approximately 10 minutes South of the beautiful Historic Sonoma Plaza and 45 North of San Francisco. ",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,16,Y,
WIN109,Schug Carneros Estate Winery,602 Bonneau Rd,Sonoma,CA,95476,800-966-9365,www.schugwinery.com,"Founded in 1980 Schug Carneros Estate Winery is situated on a 50-acre site in the Carneros Appellation, south-west of the town of Sonoma. Vineyards of Pinot Noir and Chardonnay surround the winery, while other grapes are bought in from highly respected and experienced growers. The Schug Carneros Estate is open to the public daily from 10am to 5pm. The drive up from Bonneau Road will take you through the vineyards and rose borders to where the winery building is tucked into a hillside containing underground barrel caves. Behind the German style post-and-beam building, there is a vista point with a 360º view of the surrounding area and the opportunity to see as far as Mount Diablo on a clear day.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN110,Sebastiani Vineyards & Winery,389 Fourth St E,Sonoma,CA,95476,707-933-3230,www.sebastiani.com,"Sebastiani’s first century in Sonoma winemaking began in 1904. In 1985 the company went through a transition and became one of Sonoma County’s premier quality wine producers. The Sebastiani tasting room and hospitality center went through a multi-million dollar remodel which was completed in 2001 and now offers unique cultural and historic programs for visitors. In addition, the production facility underwent major renovation with an emphasis on small-lot artisan winemaking. Bill Foley purchased Sebastiani in 2008. Today, the winery emphasises single-vineyard and sub-appellation wines.",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,Y,
WIN111,St. Clement Vineyards,2867 St. Helena Hwy North,St. Helena,CA,94574,(707) 265-5000,www.stclement.com/,"The St. Clement house was built in 1878 and over the years the property was owned by a number of colorful characters who made wine under the house. It is a small boutique winery in the heart of Napa Valley. They offer tastings in the Victorian house on a walk-in basis, or you can make reservation for a tour of the property and its unique history, or a private tasting in the Wine Vault. ",Wineries,Y,Y,Y,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,Y,
WIN112,Franciscan Estate,1178 Galleron Road,St. Helena,CA,94574,(707) 967-3993,www.franciscan.com/,"Experience the beautiful Franciscan Estate Winery in St. Helena in Napa Valley.  Enjoy tasting at the Napa valley winery's visitor center where current releases of classic and reserve Franciscan wines are available. Take part in the Taste Exploration Series, take a vineyard tour or enjoy a glass or a bottle with friends on our shaded courtyard. The picnic tables in the courtyard are available to wine club members only. ",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN113,Cairdean Estate,3111 St. Helena Hwy N,St. Helena,CA,94574,(707) 968-5434,www.cairdeanestate.com/,"Cairdean Estate, Napa Valley's Wine & Food Village, is a one-of-a-kind wine and food destination offering multiple wine tasting experiences, spectacular dining and shopping all set against the vista of Napa Valley's Vaca Mountains. The Estate is located just 2 miles north of downtown St. Helena right on Highway 29. Guests may sample award-winning wines in the Cairdean Vineyards Tasting Room, or enjoy The Farmer & The Fox recipient of a 2015 Michelin Big Gourmand Award that serves dinner nightly from 5pm to 10pm. Butterscots Bakery, Deli & Culinary Market serves artisanal sandwiches, salads, pastas, desserts, and baked goods, making for an excellent St. Helena breakfast or lunch spot. Picnic tables are available for use to customers having a wine tasting or purchasing from the Butterscots Bakery. Unfortunately no outside food or glasswear is allowed. ",Wineries,Y,Y,Y,Y,11,20,11,20,11,20,11,20,11,20,11,20,11,20,Y,
WIN114,Louis Martini Winery,254 S. St. Helena Hwy,St. Helena,CA,94574,(707) 968-3361,www.louismartini.com/,Louis M. Martini has been home to world-class Cabernet Sauvignon for more than 80 years. Located in the heart of the Napa Valley their daily offerings include curated tasting flights. They have a lovely patio and you can bring your own food and enjoy the patio as long as you either get table bottle service or do a tasting.  The little ones can enjoy exploring that back garden area with the beautiful fruit trees.  ,Wineries,Y,Y,Y,Y,10,18,10,18,10,18,10,18,10,18,10,18,10,18,N,
WIN115,V. Sattui Winery,1111 White Lane,St. Helena,CA,94574,(707) 963-7774,https://www.vsattui.com/,"V. Sattui Winery is a winery and retail store located in St. Helena, in the Napa Valley region of California. The winery is known for their large retail store and picnic area, which has events such as an annual Harvest Ball. Their wines have received numerous awards and reviews, and are sold exclusively at the winery or online. No visit to V. Sattui Winery is complete without spending some quality time outdoors enjoying the picnic grounds. However outside food and wine are not allowed on the property.",Wineries,Y,Y,N,Y,9,17,9,17,9,17,9,17,9,17,9,17:30,9,17,Y,Y
WIN116,Charles Krug Winery,2800 Main Stree,St. Helena,CA,94574,(707) 967-2200,https://www.charleskrug.com,"The Charles Krug Winery offers an eclectic portfolio of wine for tastings. The renovated winery kept the exterior elegant historic building. The inside includes a large tasting room/bar/lounge area, a sectioned-off redwood barrel room (where they offer barrel tastings for an extra fee), and a second-floor loft dedicated to the winery's history. The winery is located across the street from the Culinary Institute of America and they stock Culinary Institute chocolate truffles to sample when tasting port.",Wineries,Y,Y,Y,Y,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,10:30,17,Y,
WIN117,Rutherford Ranch Winery,1680 Silverado Trail South,St. Helena,CA,94574,(707) 968-3200,www.rutherfordwine.com/rutherford-ranch-winery,"Rutherford Ranch Winery is a family-owned and managed winery that for three generations has been committed to earth-friendly wine growing. The winery is located on Napa Valley's scenic Silverado Trail within the Rutherford District. Of Napa's 16 designated AVA's (American Viticultural Area), the district is renowned for producing unsurpassed Cabernet Sauvignon along with other premium varietal grapes. 
Visitors are welcomed 7 days a week and can relax and stroll in estate's 100 year-old olive grove. They have ample outside seating, and they encourage you to drink a bottle or a glass outside, and have a  picnic if you like. The wine and chocolate pairing is delicious.",Wineries,Y,Y,Y,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,Y,
WIN118,Somerston Wine,3450 Sage Canyon Road,St. Helena,CA,94574,(707) 967-8414,www.somerstonwineco.com,"The Somerston property is 1628 acres of natural beauty, with over 200 acres of sustainably farmed vineyards, winery, and a developing ranch and farm. The property has several spring fed lakes, natural soda springs, and several acres dedicated to farming of fruit trees, vegetables, herbs, and gardens. The wine tasting room in Yountville features a comfortable setting where you can try current release wines. A private tasting of the Somerston Estate wines is also available by appointment. They offer artisan cheese plates and exquisite chocolates to enhance the tasting experience. Picnic tables are available at the winery, but a tour is required in order to use them. ",Wineries,Y,Y,Y,Y,11,19,11,19,11,19,11,19,11,19,11,19,11,19,Y,
WIN119,HALL Wines,401 St. Helena Hwy South,St. Helena,CA,94574,(707) 967-2626,www.hallwines.com,"HALL Wines winery has two locations in St. Helena and Rutherford. HALL St. Helena is a vibrant, 33-acre property off Highway 29 in the charming town of St. Helena. Guests have a choice of winery tours and tastings for the novice wine drinker to the expert cab collector. The site is 150 year old and offers wine, art, history, architecture, technology a lush landscaping and a Great Lawn for relaxing and unwinding. The artwork around the grounds is interesting and unique. The tasting room upstairs has a lovely view of the vineyard and a great deck with seating area where you can have a picnic. ",Wineries,Y,Y,N,Y,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,Y,
WIN120,Whitehall Lane Winery,1563 St. Helena Hwy,St. Helena,CA,94574,(707) 963-9454,www.whitehalllane.com,"Whitehall Lane Winery is a small, family owned winery in Napa Valley's historic Rutherford appellation operated by the Leonardini Family. In 2013, they celebrated their 20th year of Family Winemaking in the Napa Valley. The staff is very knowledgably and the tours are informative. They are very accommodating to whole families including infant in strollers or children. ",Wineries,Y,Y,Y,Y,11,18,11,18,11,18,11,18,11,18,11,18,11,18,Y,
WIN121,Charbay Distillery & Winery,4001 Spring Mountain Road,St. Helena,CA,94574,(707) 963-9327,www.charbay.com,"Charbay Distillery & Winery is one of the most unique & interesting places to visit in Wine Country. The tasting room in the Spring Mountain District houses a collection of small-lot wines, spirits and ports in a country setting. You can learn about the distillery process, and see how the Napa Valley whiskey, brandy, vodka or green-tea aperitifs are produced. It's a pretty small place and the vineyard is pretty high up and located on swirly roads so call ahead so they know you're coming.",Wineries,Y,Y,Y,Y,9,16,9,16,9,16,9,16,9,16,10,16,10,16,Y,
WIN122,Nichelini Winery,2950 Sage Canyon Road,St. Helena,CA,94574,(707) 963-0717,www.nicheliniwinery.com,"Nichelini Family Winery is one of the pioneers of Napa Valley’s modern wine industry. In 1895 they constructed a stone winery with a seven-bedroom house above it. The winery, original Roman wine press and house still stand today and have remained in the family’s hands for more than 120 years. You can reach the winery after a stunning drive into the hills east of Oakville. No appointment necessary and tasting fee are $15 which is waived with purchase. Bring your picnic to complement the tasting or simply get a bottle and enjoy your picnic on the beautiful grounds.",Wineries,Y,Y,Y,Y,,,,,,,,,,,11,17,11,17,Y,
WIN123,Kuleto Estate Winery,2470 Sage Canyon Road,St. Helena,CA,94574,(707) 302-2209,www.kuletoestate.com,"Kuleto Estate Winery is located on the eastern edge of the Napa Valley overlooking Lake Hennessey and the town of Rutherford. It features 82 individual vineyard blocks and produces a small portfolio of estate grown wines. The winery is open daily by appointment only with tours offeredat 10:30am, 11:45am, 1:00pm, and 2:30pm. Tours and tastings are at $40 per person and are independent of wine purchased. Pack a lunch if you go as they have a very nice area where you can picnic before or after your tour.",Wineries,Y,N,Y,Y,10:30,14:30,10:30,14:30,10:30,14:30,10:30,14:30,10:30,14:30,10:30,14:30,10:30,14:30,Y,
WIN124,David Fulton Winery,825 Fulton Lane,St. Helena,CA,94574,(707) 967-0719,www.davidfultonwinery.com,"David Fulton built the first commercial stone wine cellar within the town limits of St. Helena in 1861. The David Fulton Winery is located just a short walk east from downtown St. Helena, on Fulton Lane. The winery was recently restored and tucked beneath three large valleys. A replica of the old Fulton stone wine cellar is the lowest level of the three story building that sits at the northwest edge of the family vineyard. A few yards to the west are two large sentinel palm trees, a restored tank house and David Fulton’s original, historic farmhouse.  The small family owned and operated vineyard specializes in Petite Sirah which you can enjoy on their deck with a picnic basket or other treats. ",Wineries,Y,Y,Y,Y,11,16,11,16,11,16,11,16,11,16,11,16,11,16,Y,
WIN125,Rutherford Grove Winery,1673 St. Helena Hwy South,St. Helena,CA,94574,(707) 963-0544,www.rutherfordgrove.com,"Rutherford Grove Winery and Vineyards is a small, family owned winery located in the historic Rutherford appellation of the Napa Valley.  It opened its doors in 1994. They offer a tasting menu of all their wines, plus limited production bottlings and library wines that can only be found at the winery. Customers of the tasting room are welcome to use the picnic grounds and bocce ball court. The tasting room is open daily 10am to 4:30pm excluding major holidays. Reservations are needed for groups of 5 or more. Picnic tables are available for use with the purchase of a bottle or a tasting.",Wineries,Y,Y,N,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,Y,
WIN126,Amizetta Estate Vineyard & Winery,1099 Greenfield Road,St. Helena,CA,94574,(707) 963-1460,www.amizetta.com,"Amizetta Estate Vineyard & Winery is located on a steep and rocky 40 acre parcel with southern facing slopes at the tail end of Howell Mountain in the Conn Valley region of Napa Valley. It offers a beauty view of Lake Hennessey and the Napa Valley. All tastings at Amizetta Vineyards are private. The family personally tours each visitor through the winery and wine caves tasting aged wines from the barrel and finished bottled wines in the Tasting Room. The Picnic area overlooking the vineyards and Lake Hennessey are provided for visitors.  Tours are $50.00 per/person, tasting fee is waived with a 6 bottle purchase.",Wineries,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,"Tours are $50/pp and reservations are required.
We should delete this one"
WIN127,Corison Winery,987 St. Helena Hwy,St. Helena,CA,94574,(707) 963-0826,www.corison.com,"Corison Winery is open daily from 10 a.m. to 5 p.m. by appointment. A visit to the winery offers a unique glimpse inside a small, family-owned working winery.  The tasting is done in a large barn-like building that is full of barrels. There is a single picnic table in the back that overlooks a gorgeous vineyard. The picnic table is for wine club members only and requires advanced reservations to use. ",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN128,Robert Keenan Winery,3660 Spring Mountain Road,St. Helena,CA,94574,(707) 963-9177,www.keenanwinery.com,"Keenan winery is 180 acres in the Spring Mountain District of the Napa Valley at an elevation of 1700 feet. Originally famous for their Chardonnay today Keenan Winery produces four superb and distinctive wines exclusively from grapes grown our Spring Mountain Estate: Chardonnay, Cabernet Sauvignon Reserve, Cabernet Franc and a Merlot Reserve from the Mailbox Vineyard. The grounds are casual and there are a few picnic tables with great views of the vineyards where you can enjoy a picnic lunch. Picnic tables are for winery customers only and are available on a first come first serve basis.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,Y,
WIN129,Anderson's Conn Valley Winery,680 Rossi Road,St. Helena,CA,94574,(707) 963-8600,www.connvalleyvineyards.com,"Anderson’s Conn Valley Vineyards in Napa is just a short drive from downtown St. Helena, and a charming timepiece of a traditional Napa winery. Since 1983 Conn Valley Vineyards has been family owned and operated by the Anderson's, and since their first release in 1987, Conn Valley Vineyards has been dedicated to producing world class wines. The 40 acre Estate is located just south of Howell Mountain in Conn Valley. You can try current releases and library wines in their Barrel Caves. ",Wineries,Y,Y,Y,Y,9,17,9,17,9,17,9,17,9,17,,,,,Y,
WIN130,Tres Sabores,1620 South Whitehall Lane,St. Helena,CA,94574,(707) 967-8027,tressabores.com,"Tres Sabores is a small, family-owned ranch located on the western Rutherford Benchland of California’s Napa Valley, where they grow organically certified Zinfandel, Cabernet, Petite Syrah and Petit Verdot grapes, olives, Meyer lemons and exotic pomegranate cultivars.  Their single-vineyard wines include Tres Sabores estate Zinfandel, Cabernet Sauvignon and Sauvignon Blanc from the Farina Vineyard of Sonoma Mountain. They have plenty space for a lunch picnic in a nicely shaded area overlooking the beautiful grape vines. Children are welcome.",Wineries,Y,Y,Y,Y,10:30,15:30,10:30,15:30,10:30,15:30,10:30,15:30,10:30,15:30,10:30,15:30,10:30,15:30,Y,
WIN131,Schweiger Vineyards,4015 Spring Mountain Road,St. Helena,CA,94574,(707) 963-4882,www.schweigervineyards.com,"Schweiger is a small family-operated vineyard and winery located on top of Spring Mountain, just west of St. Helena, in the heart of the Napa Valley. Since 1979 they have been farming their property, growing ultra-premium Cabernet Sauvignon, Merlot and Chardonnay. In 1994, they began crafting their own sustainable small production wines including estate grown Cabernet Sauvignon, Chardonnay, Merlot, Malbec, Cabernet Franc and Petite Sirah. During a visit to the winery you can enjoy incredible views while savoring artisan style wines in the rustic tasting room or enjoy your packed lunch at the nice picnic area. When booking your tasting, mention you want to utilize one of the picnic tables to reserve them in advance. There are 3 tables for 4 people and 2 tables for 2 available. ",Wineries,Y,Y,Y,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,Y,
WIN132,Tudal Winery,1015 Big Tree Rd,St. Helena,CA,94574,(707) 963-3947,www.tudalwinery.com,"Tudal Winery was founded in 1974 on ten acres within the shadow of the Mayacamas Mountains with the Napa River running alongside the property. The first commercial release of the Estate Cabernet Sauvignon was seen in 1979. They have since added a variety of wonderful blends which include the award winning Tractor Shed Red, and the 30th anniversary Legacy Lot 2009 Cabernet Sauvignon. They have a beautiful yard where you can picnic at and even host parties.",Wineries,N,Y,Y,Y,9,17,9,17,9,17,9,17,9,17,9,17,9,17,Y,
WIN133,Sutter Home Family Vineyards,277 St Helena Hwy S,St. Helena,CA,94574,(707) 963-3104 ext. 4208,www.sutterhome.com,"Sutter Home is an award-winning winery in St. Helena in the Napa Valley.  With its creation of White Zinfandel in the early 1970s and the introduction of high-quality, affordably priced varietal wines during the 1980s and '90s, Sutter Home in the Napa Valley became a household name and the second largest, independent family-run winery in the U.S.
Sutter Home started its Sutter Home for Hope program more than eight years ago and, working closely with City of Hope, has raised hundreds of thousands of dollars for research, treatment, and education. Through the cohesive efforts of one dedicated American family, Sutter Home Family Vineyards has made lasting contributions to the quality of the nation’s wine, food, and health.",Wineries,N,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,N,
WIN134,Raymond Vineyard and Cellar,849 Zinfandel Ln,St. Helena,CA,94574,(707) 963-3141,raymondvineyards.com,"Raymond Vineyards, founded in 1970, is one of the Napa Valley's pioneers and great estates. Arriving to Napa in 1933, the Raymond family became deeply connected to the valley's winemaking origins. In 1970, they established a 90-acre estate in Rutherford that now comprises 300 acres in Rutherford, St. Helena and Jameson Canyon. Raymond Vineyards winery and tasting room is open year-round every day for tastings and tours from 10:00 a.m. to 4:00 p.m. They are also available during day or evening hours for private lunches, dinners, parties or business meetings.",Wineries,N,Y,N,Y,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,10,15:30,Y,
