Place ID,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category,Subcategory,Parking,Restroom,Change table,Stroller trail,Playground,Enclosed playground,"Material of playground floor (rubber, grass, dirt, sand, concrete, wood chip/mulch, asphalt) ",Water play,Sand pit,Toddler Playground,Pre-schooler Playground (2-5) ,School aged Playground (5-12),Picnic table,BBQ,Snugabug Pick
PLA277,Hawes Park,Rosevalt Ave. & Iris St.,Redwood City,CA,94061,650 780 7317,,"Hawes Park is a sport field, with a baseball diamond. The park is connected to Hawes Elementary School. During off school hours, the school's playgrounds are accessible. The playground is dedicated for older kids. The playground itself is also enclosed and there are school picnic tables surounding the area. ",N,Playgrounds,,N,N,,N,Y,Y,mulch,N,N,N,N,Y,Y,N,N
PLA278,Hawkins Park,367-371 Summerfield Dr,Vacaville,CA,95687,,,,N,Playgrounds,,Y,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA28,Bol Park,3590 Laguna Ave,Palo Alto,CA,94306,,,Bol Park is a quiet neighborhood park. The play structures are good for all ages. Behind the park is a walking / biking trail that can be used. A unique feature of this park is that on Sunday's donkeys are brought to the park to interact with visitors. ,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA280,Heritage Oaks Park,1305 Mckenzie Avenue,Los Altos,CA,94024,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA281,Juana Briones Park,Maybell Ave & Clemo Ave,Palo Alto,CA,94309,,http://www.cityofpaloalto.org/news/displaynews.asp?NewsID=101&TargetID=14,,N,Playgrounds,,N,N,,N,Y,N,"mulch, sand",N,Y,Y,Y,Y,Y,N,N
PLA282,O'Toole Elms Park,700 South Abel St,Milpitas,CA,95035,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,N,Y,Y,N
PLA283,Highlands Park,2600 Melendy,San Carlos,CA,94070,,,"Highlands Park is a sports based park, having 3 baseball diamonds, a soccer field & 5 tennis courts totalling 11.25 acres in size. The park has two parking lots and plenty of street parking. There are two playgrounds situated next to the restrooms for tots & big kids. The playground also has a sand pit.   ",N,Playgrounds,,Y,N,,N,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA284,Hillcrest Park,2086-2098 Olivera Rd,Concord,CA,94520,,http://www.ci.concord.ca.us/RECREATION/parks/matteo/index.html,"The playground at Hillcrest Park is called Matteo's Dream. It is an all accessible playground where kids of all abilities can play together. There are lots of ramps, tunnels, and slides. ",N,Playgrounds,,Y,Y,,Y,Y,N,rubber,Y,N,N,Y,Y,Y,N,N
PLA285,Lincoln Glen Park,Radio Ave & Curtner Ave,San Jose,CA,95125,,,"Lincoln Glen Park has two playground, one for older kids and one for tots. The entire park is enclosed, which is great for allowing the little ones to run around unsupervised. The tot playground is mulch and rubber based, while the older kids play structure is sand and rubber based. The park also has a water feature and picnic tables that overlook the play structures. ",N,Playgrounds,,Y,Y,,N,Y,Y,rubber,Y,Y,Y,Y,Y,Y,N,N
PLA286,Holbrook Palmer Park,150 Watkins Ave,Atherton,CA,94027,650 688 6534,,"Holbrook Parlmer Park, is Atherton's only recreation site, and large at 22 acres. There is a large parking lot, lots of open grass area for kids to play, stroller trails and is dog friendly. 
There are two playgrounds within the park. The younger kids play structure is train themed, enclosed and has picnic tables inside.  ",N,Playgrounds,,Y,Y,Y,Y,Y,Y,"sand, rubber",N,Y,Y,Y,Y,Y,Y,N
PLA287,Homeridge Park,Stevenson St & Barto St.,Santa Clara,CA,95052,408 615 2200,,"Homeridge Park is a neighborhood park dedicated to older kids, aged 5-12. The wooden play structures are located on sand. The play area is partially enclosed, approximately 80% and is only open where the picnic tables and BBQs are located. This allows for easy supervision of the kids without worry. The park itself also has an open field area for kids to run and play. The park also contains a public restroom.",N,Playgrounds,,Y,Y,N,N,Y,N,sand,N,Y,N,Y,Y,Y,Y,N
PLA288,Mitchell Park,600 E Meadow Dr,Palo Alto,CA,94309,650 463 4900,,,N,Playgrounds,,Y,Y,,Y,Y,N,"mulch, sand",Y,Y,Y,Y,Y,Y,Y,N
PLA289,Hagemann Park,Hummingbird Lane & Turnstone Dr.,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA29,Cayuga Playground,301 Naglee Ave,San Francisco,CA,94112,,http://www.sfparksalliance.org/our-parks/parks/cayuga-playground,"The playground features a baseball diamond, tennis and basketball courts, a sand playground, blacktop with four game squares, and a recreation center.",N,Playgrounds,,N,Y,,N,Y,Y,rubber,N,Y,Y,Y,Y,N,N,N
PLA290,Jefferson Square Park,618 Jefferson St,Oakland,CA,94607,,,,N,Playgrounds,,N,N,,N,Y,Y,rubber,N,N,Y,Y,N,N,N,N
PLA291,Jenny Strand Park,200 Howard Dr,Santa Clara,CA,95051,408 615 2200,,"Jenny Strand Park is located at the end of a cul-du-sac and has a small parking lot. The park has a large grass areas and a small circular play area for kids. The play structure is partially fenced off, on the street side. The play structure is dedicated for younger kids age 0-5 with a wooden play structured residing  on sand. there are two swings, one for big kids and one for little kids. The park has individual bbq pits associate to each picnic table. While you have a clear view of the play structure it is too far away to leave young kids unsupervised.",N,Playgrounds,,Y,Y,N,N,Y,N,sand,N,Y,N,Y,Y,Y,Y,N
PLA292,Sigmund Stern Grove,Sloat Blvd & 19th Ave,San Francisco,CA,94132,415 252 6252,http://www.sfparksalliance.org/our-parks/parks/sigmond-stern-grove-including-stern-grove-annex,"Stern Grove is the host of the annual Stern Grove Festival. Every Sunday every summer, a music festival is held in the Stern Grove outdoor amphitheater. ",N,Playgrounds,,N,Y,,Y,Y,N,dirt,N,N,N,Y,Y,Y,N,N
PLA294,South Beach Playground,2nd St. & King St.,San Francisco,CA,94107,,http://www.sfparksalliance.org/our-parks/parks/south-beach-park,"Privately built by the South Beach Marina Association, South Beach Park is a lovely location on the waterfront for families and locals. There is a nice little playground for tiny tots with a small sand area and climbing structure appropriate for their ages.

There is also lots of grass for kids to run around in.

There are benches here to sit down and relax, and this spot is a nice walk to AT&T Park or the Ferry Building.",N,Playgrounds,,N,N,,Y,Y,Y,rubber,N,Y,Y,Y,N,N,N,N
PLA295,Monta Vista Park,Voss Ave and S Foothill Blvd,Cupertino,CA,95014,408 777 3120,,"Monta Vista Parks has 2 playgrounds, 2 baseball diamonds, 2 tennis courts & the Monta Vista Recreation Center within the park grounds. The playgrounds are on Woodridge Ct. There are two picnic tables that are situated between the playgrounds. Next to the playgrounds is a grassy area for kids to run and play. ",N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,N,Y,Y,N,N,N
PLA296,Peter D Gill Memorial Park,Paseo Refugio & Bereesford Park,Milpitas,CA,95035,,,,N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,N,Y,Y,N,Y,Y,N
PLA297,South Park,64 S Park St,San Francisco,CA,94107,,http://www.sfparksalliance.org/our-parks/parks/south-park,"This park is in the heart of the SOMA neighborhood. It has a small playground with recent improvements. It also has a sand pit and some unique climbing structures. There are plenty of paths and picnic tables to enjoy and appreciate your surroundings. This park is well-kept and has a ton of beautiful trees and bushes that surround the park.

Dogs are welcome too! There is plenty of space for your pup to run around and play fetch!

After a nice afternoon at South Park, head over to one of the cafes or restaurants around the perimeter!",N,Playgrounds,,N,N,,N,Y,Y,dirt,N,Y,Y,Y,N,Y,N,N
PLA298,South Sunset Playground,40th Ave & Vicente St,San Francisco,CA,94116,415 753 7037,http://www.sfparksalliance.org/our-parks/parks/south-sunset-playground,"South Sunset Playground has been recently renovated. It sports a brand new artificial turf field designed to hold two baseball diamonds and three U-10 soccer fields. There are two basketball courts, a tennis court, and a multi-use court. The playground has very bright colors. There is a clubhouse and restrooms available.",N,Playgrounds,,N,Y,,N,Y,Y,rubber,N,N,Y,Y,Y,N,N,N
PLA299,Irvington Community Park,Blacow Rd. & Greenpark Dr.,Fremont,CA,94538,,https://www.fremont.gov/334/Community-Park-Picnic-Areas-and-Fees,,N,Playgrounds,,Y,Y,,N,Y,N,Rubber,N,N,Y,Y,Y,Y,N,N
PLA3,San Ramon Athan Downs Park,680 Montevideo Rd,San Ramon,CA,94583,925 973 2817,,"Modern and new play structure sets this park apart. There is a seesaw, spinning seat, rolling slide and lots of ramps.",N,Playgrounds,,Y,Y,,Y,Y,N,rubber,N,Y,Y,Y,Y,Y,Y,Y
PLA30,Baylands Park,999 E Caribbean Dr,Sunnyvale,CA,94088,408 730 7751,http://sunnyvale.ca.gov/Departments/CommunityServices/Parks/BaylandsPark.aspx,"Located on the beautiful San Francisco Bay, Baylands Park provides over seventy acres of developed parkland offering active recreation, pathways and picnic areas for families and large groups. Baylands Park has a Naturalist theme which is enhanced by the many acres of native grasses, open meadows and wonderful vistas. An additional 105 acres of seasonal wetlands is protected as a Wetlands Preserve providing habitat for plants and wildlife. Baylands Park is a successful joint venture between Santa Clara County which owns the property and the City of Sunnyvale which manages and maintains the Park.

The Discovery Play Area will catch your child's imagination. This creative playground is wheelchair-accessible. Play features include climbing structures, see-saw snake, spring toys, sand terraces and talk tubes. Young explorers can find fossil imprints in the archeological dig and follow dinosaur tracks.  Three smaller play areas feature swings, a climbing net and a play town.",Y,Playgrounds,,Y,Y,,Y,Y,N,sand,N,N,Y,Y,Y,Y,Y,N
PLA300,Meadows Park,Bluefield Dr and Edelweiss Dr,San Jose,CA,95136,408 793 5510,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA301,Murdock Park,Wunderlich Drive and Castle Glen Avenue,San Jose,CA,95106,,,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA302,Lafayette Square Park,635 11th St,Oakland,CA,94607,510 238 7275,,,N,Playgrounds,,Y,Y,,N,Y,N,rubber,N,N,Y,Y,N,Y,N,N
PLA304,Ponderosa Park,811 Henderson Ave,Sunnyvale,CA,94085,,,"Ponderosa Park shares its space with Ponderosa Elementary School. The park itself has two soccer fields, a baseball diamond, basketball court, two tennis courts & two play structures in a western motif. The play area has has swings for both younger and older kids. The restroom, lated next to the play area, includes change tables. There are small picnic tables surounding the play area, and a larger reservable picnic area with BBQ pit closer to the parking lot. ",N,Playgrounds,,Y,Y,Y,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA305,Larry J Marsalli Park,Lafayette and El Camino Real,Santa Clara,CA,95050,,,"Larry J. Marsalli Park's playground is located at the back of the park behind the parking lot and baseball diamond. The playground is dedicated for older kids and has a baseball theme to it. The play structure resides on sand and mulch. The playground also has tot swings, and possibly the more adventurous 2-5 yr olds could also play here. There are two sets of picnic tables that overlook the playground. Each set contains two picnic tables and 1 BBQs pit.the park also contains public restrooms.  The playground is partially fenced in, completely from the street with the opening only to the Parking lot, so kids can safely run free. One downside of this park is that it's located btw two major streets so it gets a little loud, but is completely safe due to the park being primarily fenced in.",N,Playgrounds,,Y,Y,,N,Y,N,"rubber, sand",N,Y,N,Y,Y,Y,Y,N
PLA306,Raynor Park,1565 Quail Ave,Sunnyvale,CA,94087,,,"Raynor Park is primarily a sport field, having 2 baseball diamonds. The park also has 2 play structures. The younger kids play structure is fully enclosed, has an awning and is located next to the restrooms. The older kids play area, has a dinosaur motif, a dedicated sand pit, is partially enclosed and also has an awning. ",N,Playgrounds,,Y,Y,,N,Y,Y,"rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA307,Laureola Park,515 Old County Rd,San Carlos,CA,94070,,,"Laureola Park is a nice neighborhood park. The parking lot is located on Old County Rd behind Heating Supply Co. The park has a large baseball field, a grassy area for kids & a fully enclosed tot & big kids playground. There are picnic tables & BBQ pits overlooking the play areas. The playground theme has a forest / tree fort theme. There are also picnic tables within the play area. ",N,Playgrounds,,Y,Y,,Y,Y,Y,rubber,Y,N,Y,Y,Y,Y,Y,N
PLA309,Godfrey Park,281 Beach Road,Alameda,CA,94502,,http://alamedaca.gov/recreation/godfrey-park,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,N,Y,Y,N,N,N
PLA31,Franco Park,10981 Franco Ct,Cupertino,CA,95014,408 777 3120,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,N,N,Y,Y,N,N
PLA310,Limerick Park,2833 Bethany Rd.,San Ramon,CA,94506,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA311,Krusi Park,Otis Dr & Mound St,Alameda,CA,94501,(510) 522 4341,http://alamedaca.gov/recreation/krusi-park,"The older kids playground at Krusi is very extensive with lots of bridges, slides and climbing structures. There is a separate fenced tot lot. Two picnic area can be rented, other areas are first-come, first serve. Also at Krusi are baseball/softball fields, tennis courts, and shuffleboard.",N,Playgrounds,,N,Y,,Y,Y,Y,"mulch, sand",N,Y,Y,Y,Y,Y,Y,N
PLA312,Portal Park,10299 N Portal Ave,Cupertino,CA,95014,,,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA313,Lions Park,1st & 3rd,San Bruno,CA,94066,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA315,Karl Nordvik Park,6029 Commerce Dr,Fremont,CA,94555,,,,N,Playgrounds,,Y,Y,,N,Y,N,rubber,N,N,N,Y,N,N,N,N
PLA316,Lone Tree Creek Park,500 Starlight Way,Fremont,CA,94539,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,N,N,N,N
PLA317,Los Cerritos Community Park,3377 Alder Ave,Fremont,CA,94536,510 791 4351,,,N,Playgrounds,,Y,Y,,N,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA319,Mankas Park,2800 Owens St,Fairfield,CA,94534,(707) 428 7428,http://www.fairfield.ca.gov/gov/depts/pw/parks/parks/mankas.asp,,N,Playgrounds,,N,N,,Y,Y,N,mulch,Y,N,Y,Y,Y,Y,N,N
PLA32,Becky Temko Tot Park,2424 Roosevelt Way,Berkeley,CA,94703,,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__Becky_Temko_Tot_Park.aspx,,N,Playgrounds,,N,N,,N,Y,N,sand,N,Y,Y,Y,N,Y,N,N
PLA320,Jack Williams Park,2041 Neptune Rd,Livermore,CA,94550,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA321,Livermore Downs Park,Livermore Downs Park,Livermore,CA,94551,,,,N,Playgrounds,,Y,N,,Y,Y,N,mulch,N,Y,Y,Y,Y,N,N,N
PLA322,Maxwell Farms Regional Park,100 Verano Ave ,Sonoma,CA,95476,,,,Y,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,N,Y,Y,Y,N,N
PLA323,Maywood Park,3330 Pruneridge Ave,Santa Clara,CA,95052,408 615 3140,,"Maywood Park is a large park that shares the grounds with an elementary school. In one corner there is a play structure dedicated for kids 2-5 and 5-12. They playground also contains a riding horse for tots as well as tot swings. The play area is located on sand and has some rubber for handicap accessibility. There are picnic tables that overlook the play structure and you can supervise the kids from here.

The school itself has two play structures that can be used off school hours. These structures are dedicated for kids age 5-12 with an occasional slide that younger kids could use.

The park also has public restrooms but they are further away from the play structures, a short walk away. The park has paved trails throughout which can be used for biking or stroller walks. Throughout the park, there a numerous picnic tables with personal bow pits.",N,Playgrounds,,N,Y,,Y,Y,N,"sand, mulch",N,Y,Y,Y,Y,Y,Y,N
PLA324,McKenzie Park,707 Fremont Avenue,Los Altos,CA,94024,,,"A hidden oasis by Foothill Exp, you walk through the parking lot, turn right down the pathway to find the playground, picnic area and large lawn. Two separate play structures for older and younger kids await you. ",N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA325,Somerset Park,10798 Stokes Ave,Cupertino,CA,95014,408 777 3120,,"Sommerset Park is a small park located at the end Stokes Ave., which is also the only entrace to the park. The park has one play structure and even though it claims to be for younger kids, I believe older kids will enjoy it too. The park has an oval for taking a brisk walk, a basketball hoop & a grassy area for kids to run and play. ",N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA326,Mezes Park,300-398 Howland St,Redwood City,CA,94063,,,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,N,Y,N,N
PLA328,Monta Loma Park,Thompson Ave and Laura Ln,Mountain View,CA,94043,650 903 6326,,"Monta Loma Park shares its space with Monta Loma Elementary School. The park itself has a play structure dedicated for younger kids. It has a sand pit and has picnic benches nearby. Transitioning over to the school, you have two playgrounds. One dedicated to big kids, and one for younger kids. The younger kids play area is enclosed. The park itself also has a large grass area for kids to run and play or partake in a game of soccer or baseball. ",N,Playgrounds,,N,Y,N,Y,Y,Y,"sand, rubber, mulch",N,Y,Y,Y,Y,Y,N,N
PLA329,Mosswood Park,3612 Webster St,Oakland,CA,94609,510 597 5038,,,N,Playgrounds,,Y,Y,,Y,Y,N,rubber,N,Y,Y,Y,N,Y,Y,N
PLA33,Christopher Park,Near 5214 Diamond Heights Blvd,San Francisco,CA,94131,,http://www.sfparksalliance.org/our-parks/parks/christopher-playground,"This playground has a play structure with a sand pit. There is also a softball field, tennis court, and basketball court. A nice area to take dogs for walks; however, it is not an official ""off-leash"" area. In addition, there is a clubhouse and rest rooms on site.",N,Playgrounds,,N,N,,Y,Y,N,sand,N,Y,Y,Y,Y,N,N,N
PLA330,Sue Bierman Park,Clay St & Drumm St,San Francisco,CA,94105,,,,N,Playgrounds,,N,N,,Y,Y,Y,rubber,N,N,Y,Y,Y,N,N,N
PLA331,Muirwood Community Park,Muirwood Dr. & Highland Oaks Dr.,Pleasanton,CA,94588,,http://ptownlife.org/play/parks/muirwood-community-park,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,N,Y,Y,N,Y,N,N
PLA332,Nealon Park,800 Middle Ave,Menlo Park,CA,94025,650 330 2200,,"Nealon Park is just off of Middle Ave. The park has it's own dedicated parking and the playground is fully enclosed. There are two play structures, one for older kids and one for younger. There is also a dedicated sand pit with an awning. There are numerous park benches and also picnic tables within the playground enclosure.
The park also has a baseball diamond and 5 tennis courts. It's also a short walk from Safeway and Peet's Coffee.  ",N,Playgrounds,,Y,N,,N,Y,Y,mulch,N,Y,Y,Y,Y,Y,N,N
PLA334,Newark Community Park,35501 Cedar Blvd,Newark,CA,94560,510 578 4000,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,Y,Y,Y,Y,Y,Y,N,N
PLA335,Newhall Community Park,1351 Newhall Pkwy,Concord,CA,94521,925 671 3000,http://www.ci.concord.ca.us/page.asp?pid=3025,"Access is via Newhall Parkway south of Clayton Road or from Turtle Creek Road. Galindo Creek meanders through the park. Approximately 30 acres of park is improved with ponds along the creek, a play structure, picnic areas, bocce courts, and turfed athletic fields. There is one reservable group picnic area in a secluded creekside setting with large oak trees. ",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,N,Y,N,N
PLA336,Lowry Park,33100 Great Salt Lake Dr,Fremont,CA,94555,,,,N,Playgrounds,,N,N,,Y,Y,N,rubber,N,N,Y,Y,Y,N,N,N
PLA337,Remillard Park,80 Poppy Ln,Berkeley,CA,94708,,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__Remillard_Park.aspx,,N,Playgrounds,,N,N,,N,Y,N,sand,N,N,N,Y,Y,Y,N,N
PLA338,Old Alvarado Park,3871 Smith St,Union City,CA,94587,510 670 7275,,,N,Playgrounds,,Y,N,,N,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA339,Meyer Park,38220 Glenmoor Dr,Fremont,CA,94536,510 791 9830,,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA34,Alamo Creek Park,7601 Shady Creek Rd,Dublin,CA,94568,,http://www.dublin.ca.gov/Facilities/Facility/Details/2,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,Y,N
PLA340,Sunnyside Playground,Foerster St & Melrose Ave,San Francisco,CA,94127,415 337 4720,http://www.sfparksalliance.org/our-parks/parks/sunnyside-playground-recreation-center,"Sunnyside Playground was renovated in 2007 and now offers kids and families a much-improved park and recreation center. There is a colorful play structure, a large sand area with fountain, and a fun merry go-round. There is also a tennis and basketball court, a large grass area for playing catch or frisbee, and dogs are welcome too! There are plenty of picnic tables and restrooms available on-site!",N,Playgrounds,,N,Y,,N,Y,Y,rubber,N,Y,Y,Y,Y,N,N,N
PLA341,Marina Park,14001 Monarch Bay Dr,San Leandro,CA,94577,,https://sanleandro.org/depts/rec/parks/marina.asp,"Located off Monarch Bay Drive near Fairway Drive, this 30-acre regional park that borders the beautiful San Leandro Shoreline. Amenities include picnic areas with barbecue grills, play apparatus, three newly renovated large group picnic areas, a large grassy area and a mile-long par course.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA342,McCartney Park,Sunnyside Dr. & Breed Ave.,San Leandro,CA,94577,,https://sanleandro.org/depts/rec/parks/mccartney.asp,"This small, one-acre park is located on Breed Avenue at Sunnyside Drive. The park has two backstops for playing baseball or softball, a barbecue pit and a picnic table. There is a fenced tot lot, which is shared by Washington School for use during recess and physical education classes.",N,Playgrounds,,N,N,,N,Y,Y,mulch,N,N,Y,Y,Y,Y,Y,N
PLA343,Palm Park,1443 Hudson St,Redwood City,CA,94061,,,"Palm Park is a small enighborhood park, the play structures are good for kids of all ages. Surounding the park there are a number of picnic tables, which is great for supervision. There is only one picnic table that has its own BBQ, which is also shaded by the trees. ",N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA344,Paul Moore Park,Hillsdale Ave & Cherry Ave,San Jose,CA,95118,,,,N,Playgrounds,,N,Y,Y,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA345,Pinewood Park,298 Lonetree Ct,Milpitas,CA,95035,,http://www.ci.milpitas.ca.gov/government/recreation/parks.asp,,N,Playgrounds,,N,Y,,N,Y,N,"sand, rubber",N,Y,Y,Y,N,Y,Y,N
PLA346,Playground Fantastico,2449 Old Sonoma Rd,Napa,CA,94558,707 257 9529,http://www.cityofnapa.org/index.php?option=com_content&view=article&id=374&Itemid=1082,"This playground can be difficult to find but is worth the effort. It's tucked behind the parking lot of Harvest Middle School. This fully enclosed playground has lots of pretend and physical play opportunities. There are animal statues, wooden cars, play houses, a castle themed play structure and a climbing wall.",N,Playgrounds,,Y,N,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,Y,Y
PLA347,Rainbow Park,Johnson and Rainbow,San Jose,CA,95129,,,,N,Playgrounds,,N,Y,,N,Y,N,"mulch, rubber",Y,Y,Y,Y,Y,Y,Y,N
PLA349,Pleasanton Tennis and Community Park,5801 Valley Blvd,Pleasanton,CA,94566,925 931 3449,http://ptownlife.org/play/parks/tennis-community-park,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,Y,N,Y,Y,Y,Y,Y,N
PLA35,City Hall Play Area,Miller Ave & Walnut Ave,South San Francisco,CA,94080,,,,N,Playgrounds,,Y,N,,N,Y,Y,rubber,N,N,Y,Y,Y,N,N,N
PLA350,Serra Park,739 The Dalles Ave,Sunnyvale,CA,94087,408 730 7751,,,N,Playgrounds,,Y,Y,,N,Y,Y,"sand, mulch, rubber",Y,Y,Y,Y,Y,Y,Y,N
PLA351,Mission San Jose Park,St Anthondy Dr. & St Phillip Ct.,Fremont,CA,94539,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA352,River Glen Park,1600 Parkside Ave,San Jose,CA,95125,408 793 5510,,"River Glen Park has 2 baseball diamonds, 2 basketball courts, 2 tennis courts and 2 playgrounds. The tot playground is enclosed and has a mulch base and a separate sand pit area. The older kids playground has a number of slides, including two fully enclosed slides. 
The restrooms are located close to the play structures which is great. We believe that picnic area #2 is a great place to reserve for special events. ",N,Playgrounds,,N,Y,,N,Y,Y,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA353,Ramona Park,6330 Murdock Way,San Ramon,CA,94582,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA354,Maitland R. Henry Park,1525 Mendocino Rd,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,N,Y,Y,N
PLA355,Seven Seas Park,1010 Morse Ave,Sunnyvale,CA,94089,,,"Seven Seas playground, as the park name suggests, is a water themed playground. The play area is build around a pirate ship theme, with a rubber base. The play area is good for all ages, has a sand pint, is enclosed and has some covering overhead to protect from the sun.
The park also has it's own water feature. There are a number of picnic tables with dedicated BBQs. The parking lot is small, but there is plenty of street parking.  ",N,Playgrounds,,Y,Y,Y,N,Y,Y,rubber,Y,Y,Y,Y,Y,Y,Y,Y
PLA356,Red Morton Community Park,1120 Roosevelt Ave,Redwood City,CA,94061,,,"Red Morton Community Park is almost 32 acres of fun for kids. The park has 5 baseball diamonds, 2 soccer fields, 4 tennis courts, a skate park and playgrounds. 
The two playground are located on opposite sides of the park. The first playground, dedicated to older kids is located near the tennis courts near McKinley & Roosevelt. The playground has a unique rock climbing wall and an awning to keep kids cool. There are also picnic tables around the play area. The other playground, is dedicated to younger kids. There are picnic tables with BBQ pits overlooking the younger kids playground. 
There is a large reservable picnic area with an awning near one of the baseball diamonds. ",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA357,San Pablo Park,Russell St & Park St,Berkeley,CA,94702,510 981 6640,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__San_Pablo_Park.aspx,,N,Playgrounds,,N,Y,,N,Y,N,Sand,N,Y,Y,Y,N,Y,Y,N
PLA358,Rex Manor Park,Farley Street & Central Expressway,Mountain View,CA,94043,650 903 6326,,"Rex Manor Tot Park is primarily focused for tots. The playground has 3 slides; 2 are for tots and one is for bigger kids. The play area is sand based, but doesn't contain a dedicated sand pit. There is one picnic table that overlooks the play area. ",N,Playgrounds,,N,N,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,Y,N,N
PLA359,Peers Park,Park Blvd & Leland Ave,Palo Alto,CA,94306,,,"Peers park has a huge grass area. Primarily used for soccess games. The park also contains a restrooms with change tables. 
There are two playground: for older and younger kids and one picnic table situated between them. The older kids playground has a unique rock climbing feature as well as numerous slides. Behind the tennis courts, more picnic tables can be found, if you're having a party for a larger group. ",N,Playgrounds,,N,N,,N,Y,N,sand,N,Y,N,Y,Y,Y,N,N
PLA36,Cow Hollow Playground,1 Miley St,San Francisco,CA,94123,,,,N,Playgrounds,,N,Y,,N,Y,Y,sand,N,Y,Y,Y,N,N,N,N
PLA360,River Oaks Park,Cres Village Cir & River Oaks Pkwy,San Jose,CA,95134,,,"River Oaks Park has a new playground for tots and big kids. There are numerous picnic tables that overlook the play area and one BBQ pit. The restrooms are located near the playground. Even though there is no parking, street parking is readily available. 
The park also has a large grass area, stroller trails, 2 tennis courts and a 1/2 basketball court. ",N,Playgrounds,,N,Y,,Y,Y,N,rubber,N,N,Y,Y,N,Y,Y,N
PLA361,Marlin Pound Park,2010 Bluebell Dr,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA363,San Bruno City Park,251 City Park Way,San Bruno,CA,94066,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
