Source,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category / Type,Event 1,Event 2,Event 3,Event 4,Event 5,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Keyword 6,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Open,Sunday Open,Sunday Close,Parking,Restroom,Change table,Stroller trail,Playground,Enclosed playground,Material of playground floor,Water play,Age range of playground,Picnic,BBQ,Images
,Pemberton Steps,1 Pemberton Pl,San Francisco,CA,94101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pier 14,The Embarcadero and Mission St,San Francisco,CA,94105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Valley View Park,N Monarch and N Wedgewood,San Ramon,CA,94582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Veterans Plaza Park,550 Peters Ave,Pleasanton,CA,94566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Falcon Drive Neighborhood Park,Falcon Dr & Peregrine Way,Fremont,CA,94555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pine Lake Park,Vale Ave & Crestlake Dr,San Francisco,CA,94132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Point San Bruno Park,Forbes Blvd & Dna Way,South San Francisco,CA,94080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Polo Fields at Golden Gate Park,Middle Dr W At Metson Rd,San Francisco,CA,94122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hillview Park,97 Hillview Ave,Los Altos,CA,94023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Portsmouth Square,733 Kearny St,San Francisco,CA,94108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wildwood Park,20764 4th St,Saratoga,CA,95070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yee Tock Chee Park,Bridgeway and Princess St,Sausalito,CA,94965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Potrero Hill Playground & Rec. Center,801 Arkansas St,San Francisco,CA,94107,415 695 5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yountville Park,Washington St and Madison St,Yountville,CA,94599,707 944 8712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bruno Canziani Park,Charlotte Way & Carnegie Way,Livermore,CA,94550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Allan Witt Park,1741 W Texas St,Fairfield,CA,94533,707 399 1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arguello Park,260 Wellington Dr,San Carlos,CA,94071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eastshore Park,550 El Embarcadero,Oakland,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Queen Wilhelmina Tulip Garden,1690 John F Kennedy Dr,San Francisco,CA,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recess - Urban Recreation,470 Carolina St,San Francisco,CA,94107,415 701 7529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hester Park,Dana Ave. & Brooklyn St.,San Jose,CA,95126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bayside Park,1103 Airport Blvd,Burlingame,CA,94010,650 558 7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bellingham Square Park,1281 Bellingham Way,San Ramon,CA,94506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ben Lomond Park,9525 Mill St,Ben Lomond,CA,95005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Live Oak Park,1301 Shattuck Ave,Berkeley,CA,94709,510 981 6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bernal Community Park,7001 Pleasanton Ave,Pleasanton,CA,94566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richmond Playground,,San Francisco,CA,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bothe-Napa Valley State Park,3801 St Helena Hwy N,Calistoga,CA,94515,707 942 4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bray Commons Park,Keegan St and Finnian Way,Dublin,CA,94568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bridgeview Trail,Leimert and Bridgeview,Oakland,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hillview Park,Adrian Way & Ocala Ave,San Jose,CA,95122,408 793 5510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rochambeau Playground,,San Francisco,CA,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Christensen Park,Cypress Point Dr. & Pasatiempo St.,Livermore,CA,94551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Burgess Park,701 Laurel St,Menlo Park,CA,94025,650 330 2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Houge Park,White Oaks Ave & Twilight Dr,San Jose,CA,95124,408 559 1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cambridge Park,1135 Lacey Ln,Concord,CA,94520,925 671 3329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joseph Gomes Park,Winchester Blvd & Alice Blvd,Campbell,CA,95008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laurie Meadows Park,111 Laurie Meadows Dr,San Mateo,CA,94497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meadow Square,Yates Way & Wayne Way,San Mateo,CA,94403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ocean View Park,900 Buchanan St,Berkeley,CA,94706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frank Fischer Park,5155 Deep Creek Rd,Fremont,CA,94555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grover Cleveland Park,861 O'Donnell Ave,San Leandro,CA,94577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Palmas Park,850 Russet Dr,Sunnyvale,CA,94087,408 730 7751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Civic Center Park,1501-1599 Lincoln St,Santa Clara,CA,95050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Contra Costa Canal Trail,Contra Costa Canal Trail & Tioga Rd,Pleasant Hill,CA,94523,510 733 6991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coyote Crossing Park,3495 Rosincress Dr,San Ramon,CA,94583,925 973 3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paddock Park,Baze Rd & Derby Ave,San Mateo,CA,94403,650 627 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Creekside Park,5665 W. Las Positas,Pleasanton,CA,94588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crestview Park,1000 Crestview Dr,San Carlos,CA,94070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rossi Playground,Arguello Blvd & Anza St,San Francisco,CA,94118,415 666 7014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ortega Park,636 Harrow Way,Sunnyvale,CA,94085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dixon Landing Park,Jurgens Dr. &  Gingerwood Dr.,Milpitas,CA,95035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hayward Rotary Playground,Corner of Mission Blvd & D St,Hayward,CA,94541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fremont Central Park,40000 Paseo Padre Pkwy,Fremont,CA,94538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fremont Skate Park,40000 Paseo Padre Pkwy,Fremont,CA,94538,510 790 5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saint Mary's Playground,Murray St & Justin Dr,San Francisco,CA,94112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dover Park,800-826 E Travis Blvd,Fairfield,CA,94533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dracena Quarry Park,130 Dracena Ave,Piedmont,CA,94611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sellick Park,Appian Way,South San Francisco,CA,94080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eagle Park,652 Franklin St,Mountain View,CA,94041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John Mise Park,Mitty Way & Moorpark Ave,San Jose,CA,95129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Johnson Park,Waverley St. & Hawthorne Ave.,Palo Alto,CA,94301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,El Quito Park,12855 Paseo Presada,Saratoga,CA,95070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Esplanade Beach,Esplanade Ave and W Beaumont Blvd,Pacifica,CA,94044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gomes Park,Lemos Ln & Chiltern Dr.,Fremont,CA,94539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fallon Sports Park,4605 Lockhart St,Dublin,CA,94568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shakespeare Garden,Nancy Pelosi Dr & Martin Luther King Jr Dr,San Francisco,CA,94121,415 831 2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fire Truck Park,2070 Arlington Way,San Ramon,CA,94583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,J.A. Lewis Park,Hayward Blvd & Plumas Ct,Hayward,CA,94543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kirk Park,1601 Foxworthy Ave,San Jose,CA,95118,408 723 1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Halcyon Park,1245 147th Ave,San Leandro,CA,94578,510 577 3462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Memorial Park,10185 N Stelling Rd,Cupertino,CA,95015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rincon Valley Community Park,Badger Rd & Rincon Meadows Ct,Santa Rosa,CA,95409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fremont Older Open Space Preserve,22898 Prospect Rd,Saratoga,CA,95070,"Was introduced to park by friends who mountain biking in this area. Has never jog or hike in this park thus, my review is based on MTB experiences at this park. There are many joggers…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fremont Park,1303 Fremont St,Santa Clara,CA,95052,408 615 2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Friendly Pony Parties & Barnyard Pals,12391 San Mateo Rd,Half Moon Bay,CA,94019,650 738 248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frog Park,5500 Claremont Ave,Oakland,CA,94618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Frontierland Park,900 Yosemite Drive,Pacifica,CA,94044,650 738 7381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuller Park,Jefferson St & Oak St,Napa,CA,94558,707 257 9529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gary Falati Neighborhood Park,5100 Falati Ln,Fairfield,CA,94533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gehringer Park,1790 Lynwood Dr,Concord,CA,94519,925 680 9726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ohlone Park,1701 Hearst Avenue,Berkeley,CA,94703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holland Park,16335 E 14th St,San Leandro,CA,94580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Half Moon Bay State Beach,95 Kelly Ave,Half Moon Bay,CA,94019,650 726 8819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parkside Aquatic Park,Seal St.,San Mateo,CA,94403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hawes Field,Oak Ave & Hudson St,Redwood City,CA,94061,650 780 7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hawkins Park,367-371 Summerfield Dr,Vacaville,CA,95687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heather Farm Park,301 N San Carlos Dr,Walnut Creek,CA,94598,925 943 5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Henry Cowell Redwoods State Park,101 N Big Trees Park Rd,Felton,CA,95018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heritage Oaks Park,1305 Mckenzie Avenue,Los Altos,CA,94024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juana Briones Park,Maybell Ave & Clemo Ave,Palo Alto,CA,94309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hidden Lake Park,N Milpitas Blvd & Escuela Pkwy,Milpitas,CA,95035,408 586 3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Highlands Park,2600 Melendy,San Carlos,CA,94070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hillcrest Park,2086-2098 Olivera Rd,Concord,CA,94520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lincoln Glen Park,Radio Ave & Curtner Ave,San Jose,CA,95125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Holbrook Palmer Park,150 Watkins Ave,Atherton,CA,94027,650 688 6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Homeridge Park,Stevenson St & Barto St.,Santa Clara,CA,95052,408 615 2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mitchell Park,600 E Meadow Dr,Palo Alto,CA,94309,650 463 4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hagemann Park,Hummingbird Lane & Turnstone Dr.,Livermore,CA,94551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jefferson Square Park,618 Jefferson St,Oakland,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jenny Strand Park,200 Howard Dr,Santa Clara,CA,95051,408 615 2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sigmund Stern Grove,Sloat Blvd & 19th Ave,San Francisco,CA,94132,415 252 6252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,John L Carter Memorial Park,Stone Pine Rd,Half Moon Bay,CA,94019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Beach Playground,2nd St. & King St.,San Francisco,CA,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Monta Vista Park,Voss Ave and S Foothill Blvd,Cupertino,CA,95014,408 777 3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,José Higuera Adobe Park,Wessex Pl & N Park Victoria,Milpitas,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Park,64 S Park St,San Francisco,CA,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sunset Playground,40th Ave & Vicente St,San Francisco,CA,94116,415 753 7037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Irvington Community Park,Blacow Rd. & Greenpark Dr.,Fremont,CA,94538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meadows Park,Bluefield Dr and Edelweiss Dr,San Jose,CA,95136,408 793 5510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Murdock Park,Wunderlich Drive and Castle Glen Avenue,San Jose,CA,95106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lafayette Square Park,635 11th St,Oakland,CA,,510 238 7275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lake Temescal,6500 Broadway,Oakland,CA,,888 327 2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lakeshore Park,Lake Blvd at Parkshore Dr,Newark,CA,94560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ponderosa Park,811 Henderson Ave,Sunnyvale,CA,94085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Larry J Marsalli Park,Lafayette and El Camino Real,Santa Clara,CA,95050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Raynor Park,1565 Quail Ave,Sunnyvale,CA,94087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laureola Park,515 Old County Rd,San Carlos,CA,94070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Leona Canyon,Campus Dr off Keller Ave,Oakland,CA,,888 327 2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Spreckels Lake Golden Gate Park,Spreckels Dr at 36th Ave,San Francisco,CA,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lexington Reservoir County Park,17770 Alma Bridge Rd,Los Gatos,CA,95033,408 356 2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Junipero Serra Park,1801 Crystal Springs Rd,San Bruno,CA,94066,650 589 5708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fremont Older Open Space Preserve,22898 Prospect Rd,Saratoga,CA,95070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Saratoga Gap Open Space Preserve,Hwy 9 and Hwy 35 Skyline Blvd,Saratoga,CA,95006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hayward Japanese Tea Garden,22325 N 3rd St,Hayward,CA,94546,510 881 6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Oak Hill Park,3005 Stone Valley Rd,Danville,CA,94526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diablo Foothills Regional Park,1700 Castle Rock Rd,Walnut Creek,CA,94598,888 327 2757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Contra Costa Canal Trail,Contra Costa Canal Trail & Tioga Rd,Pleasant Hill,CA,94523,510 733 6991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paso Nogal Park,Paso Nogal Rd,Pleasant Hill,CA,94523,925 210 6130,http://www.pleasanthillrec.com/locations/parksandoutdoorspaces.html,"The park is generally bounded by Taylor Blvd to the south, Morello Ave. to the East and Paso Nogal Road to the North.   The park is designated as open space and offers a dog exercise park area, basketball court, small picnic areas and approximately 63 acres of scenic hiking trails.
There are 8 entrances to the park.  The main entrance is located on Paso Nogal Road. Others are Kiki Road, Boies Drive, Gail Drive, Odin Drive, Morello Ave., and Paso Nogal Court ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robert E Wooley State Park,Anza Blvd,Burlingame,CA,94010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Milagra Ridge,600 Sharp Park Rd,Pacifica,CA,94044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,San Pedro Valley Park,Rosita Rd & Oddstad Blvd,Pacifica,CA,94044,650 355 8289,http://www.cityofpacifica.org/depts/rec_department/parksbeaches/beach_and_park_info_and_rules/san_pedro/default.asp,"The park maintains restrooms, potable water, picnic areas and barbecue pits. On weekends when volunteer staff is available, the visitors center is open from 10:00am to 4:00pm with trail guides and bird/animal lists available. The museum contains interesting displays of the major plants, animals, insects and reptiles found in the park. Children will especially enjoy the interactive nature displays. Books and maps are on sale at the desk. For more information on San Pedro Valley County Park, visit the San Mateo County Department of Parks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fitzgerald Marine Reserve,200 Nevada Ave,Moss Beach,CA,94038,650 728 3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kirby Cove Campground,Kirby Cove Rd,Sausalito,CA,94965,877 444 6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marin Headlands,Golden Gate National Recreation Area,Sausalito,CA,94941,415 331 1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
