Name,Address,City,State,Zip,Phone,URL,Description,Type,Picnic,Family Friendly,Requires Reservations,Tasting Fee,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Open,Sunday Open,Sunday Close,Snugabug Pick
Ledson Winery & Vineyards,7335 Sonoma Hwy,Kenwood,CA,95452,707-537-3810,www.ledson.com,"Our family winery is located in the heart of Sonoma Valley, a short one hour drive north of San Francisco. Ledson Staircase Emerging like a gothic blast from the past out of acres of rolling vineyards and pastoral calm, our 16,000 square foot French Normandy winery is known as ""The Castle"" around the world. Originally designed as our family home, the contractor and designer in me got carried away and it quickly became clear that the architectural showpiece was much better suited to house our planned winery. 
We specialize in small varietal lots that reflect the genuine diversity of our select vineyards and appellations. Ledson wines are sold exclusively at the winery in Kenwood, in our online store, and at the Ledson Hotel in Sonoma.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Little Vineyards Family Winery,15188 Sonoma Hwy,Glen Ellen,CA,95442,707-996-2750,www.littlevineyards.com,"Joan and Rich Little aspired to live in Sonoma Valley, raise a family, grow grapes and one day produce premium red wines. This dream was one step closer to reality in 1996 when they purchased a 25 acre property from the Hanford Family in Glen Ellen. Since that time, they have raised four children, restored the property’s century old farmhouse, planted 17.5 acres of grapes and Rich even found time to make a little music with his bands.
In 2002, Joan and Rich began their efforts to establish Little Vineyards as a small bonded winery producing no more than 2500 cases a year. They were approved to crush their first vintage and Ted crafted two award-winning wines from their estate grown fruit: 2002 Zinfandel and 2002 Resonance, a Syrah and Cabernet Sauvignon blend.",Wineries,Y,Y,N,Y,11,16:30,,,,,11,16:30,11,16:30,11,16:30,11,16:30,
Loxton Cellars,11466 Dunbar Rd,Glen Ellen,CA,95442,707-935-7221,http://www.loxtonwines.com/,"The Loxton wines are meant to showcase the varietal and the vineyard in which they are grown. The approach is deliberately low tech and non-interventionist in the belief that the ultimate wine character is determined in the vineyard for each given year, and that manipulation of the wine tends to decrease its given uniqueness.
Strict attention is given in the vineyard, with vineyard location being of prime importance and the ability to work with the grower and have input on grape quality also being a factor. I work closely with each of the vineyard owners to obtain the highest possible grape quality and then work towards ensuring that from vineyard to bottle, the wine will reflect the very best of these individual vineyard sites.",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Madrone Vineyards Estate,777 Madrone Rd,Glen Ellen,CA,95442,707-939-4510,www.madronevineyardsestate.com,"Crafted from our estate vineyards originally planted in 1863 and from select blocks from select Sonoma County vineyards, Madrone Vineyards Estate offers an exceptional portfolio of wines, each highly limited and bearing the distinct signature of its origin.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Matanzas Creek Winery,6097 Bennett Valley Rd,Santa Rosa,CA,95404,800-590-6464,www.matanzascreek.com,"The unique character and beauty of Matanzas Creek's winery, vineyards, lavender field and gardens have earned the Estate worldwide recognition as a premier California wine country destination. We invite you to stroll the grounds, play a game of bocci or enjoy our picnic areas. Fee is waived with purchase from your tasting or by signing up to be a member of our wine club.",Wineries,Y,Y,N,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,
Mayo Family Winery,13101 Arnold Dr,Glen Ellen,CA,95442,707-938-9401,www.mayofamilywinery.com,"Mayo Family Winery produces small lots of single-vineyard wines under the premise that the world's most interesting and highest quality wines must come from a single-vineyard source that can be expressed in the wines' aroma, taste and texture. Founded in 1993, the winery has two winemaking facilities in Glen Ellen, California, each fitted and equipped to produce particular types of wines. Mayo Family wines are only sold online or in our tasting room attached to the winery in the town of Glen Ellen and our two other tasting rooms in Sonoma Valley; they are not distributed across the country.",Wineries,Y,Y,N,Y,10:30,18:30,10:30,18:30,10:30,18:30,10:30,18:30,10:30,18:30,10:30,18:30,10:30,18:30,
NakedWines.com,8450 Sonoma Hwy 12,Kenwood,CA,95452,707-408-0011,NakedWines.com,"An Angel funded online winery, helps make an individual a wine maker. 
If you're lucky enough to be in Sonoma, you can come taste customer-funded wines from all around the world right here in the heart of American wine country. Everything from rich Argentine Malbec to crisp French Sancerre stands side by side with bold, Napa Cabernet. It's a one stop shop you cannot miss.",Wineries,Y,Y,Y,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Nicholson Ranch Winery,4200 Napa Rd,Sonoma,CA,95476,707-938-8822,www.nicholsonranch.com,"Nestled in the southern foothills of the Sonoma, the vineyards of Nicholson Ranch are planted in one of the world's most prized grape-growing regions. The Ranch enjoys a combination of soils, sloping hills and climate that is ideal for producing premium grapes for our handcrafted Chardonnay, Pinot Noir, Merlot and Syrah.",Wineries,Y,Y,N,Y,10,18,10,18,10,18,10,18,10,18,10,18,10,18,
Ravenswood,18701 Gehricke Rd,Sonoma,CA,95476,707-933-2332,www.ravenswoodwinery.com,"Ravenwood's ""No Wimpy Wines"" credo says it all - embraced the bold, abhor the bland. From out flock of Single Vineyard Designate wines, as unique as the individual vineyards they're from and the people who farm them, to the Country Series wines that capture the spirit of California's best growing regions and the popular Vintners Blend bottling sourced from vineyards throughout California, we strive to put what we pick from the fields right into the bottle. Unadulterated, unapologetic, unfussy, unwimpy.",Wineries,Y,Y,?,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,
Robledo Family Winery,21901 Bonness Rd,Sonoma,CA,95476,707-939-6903,www.robledofamilywinery.com,"We think every bottle of wine produced by Robledo Family Winery is a small triumph.  The quality of our wine displays viticulturalist Reynaldo Robledo's skills of grape culture.  He overcame his humble beginnings as an immigrant field worker to become one of the msot successful vineyard consultants and winery owners in California Wine Country.  More than anything, Robledo Family Winery, is a success because Reynaldo shares his knowledge and passion with his children and grandchildren. ",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,16,
Schug Carneros Estate Winery,602 Bonneau Rd,Sonoma,CA,95476,800-966-9365,www.schugwinery.com,"Schug Carneros Estate Winery is situated on a 50-acre site in the Carneros Appellation, south-west of the town of Sonoma. Vineyards of Pinot Noir and Chardonnay surround the winery, while other grapes are bought in from highly respected and experienced growers.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Sebastiani Vineyards & Winery,389 Fourth St E,Sonoma,CA,95476,707-933-3230,www.sebastiani.com,"Bill Foley purchased Sebastiani in 2008 and immediately took a number of steps to enhance wine quality and raise the winery’s image. Working closely with winemaker Mark Lyon and the viticultural team, Bill lowered production, restricted yields, acquired more new barrels and winemaking equipment, revamped farming protocols and acquired additional vineyards to guarantee consistent and superior fruit sourcing. Today, the winery is making the finest wines in its long history with emphasis on single-vineyard and sub-appellation wines.",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
St. Anne's Crossing Winery,8450 Sonoma Hwy,Kenwood,CA,95452,707-598-5200,stannescrossing.com,"St. Anne’s Crossing is the latest addition to the Wilson Artisan Wine Family.  This terroir driven winery is perfectly situated in the heart of Sonoma Valley.  Allow us to guide you through the terroirs of Sonoma County with award-winning wines and local history.
Savor the breadth of flavors and nuanced differences between the same grape varieties grown only a few miles apart. Let us educate your palate while pleasing your senses.",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Wellington Vineyards,11600 Dunbar Rd,Glen Ellen,CA,95442,707-939-0708,www.wellingtonvineyards.com,"Welcome to Wellington Vineyards and Winery on Dunbar Road nestled between the lovely towns of Glen Ellen and Kenwood (locals call it Glenwood). The hospitality staff is highly enthusiastic, friendly and is sure to provide you with an educational and fun introduction to Wellington wines. We are a small but tight-knit group of individuals. You may meet Peter Wellington and David Noyes, our wine making staff, or Toby Germano, our General Manager.
Wellington Vineyards is owned by the father and son team of John and Peter Wellington. John purchased the winery site in 1986. At the time, it consisted of 20 acres of old vines and a few decrepit old fruit and nut trees. Replanting of part of the old vineyard and orchard started in 1988. The winery was completed in time for the 1989 crush. We grow approximately half the grapes we use and purchase the remainder, primarily from small, unique vineyards. ",Wineries,Y,Y,N,Y,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,10:30,16:30,
Arista Winery,7015 Westside Road,Healdsburg,CA,95448,(707) 473-0606,http://www.aristawinery.com/,"Arista Winery was founded by the McWilliams family in 2002 with a mission to create the most elegant expression of Russian River Valley Pinot Noir. We are committed to sustainable farming practices and sustainable business practices.  We work closely with local growers who share our dedication to sustainability in their vineyards. We do not attempt to manipulate our vineyard sites but instead strive to preserve each vineyard's natural qualities.
We believe that wines made in the vineyard are well-behaved in the cellar. We coax them along with minimal intervention and gentle handling. Arista's wines have deep, rich flavors that reflect the unique sites from which they are sourced. Produced in small lots of several barrels, the wines are deliciously balanced with fruit, tannins, acidity and oak in harmonious proportion.
In addition to our wines, we pride ourselves on having created a true destination experience for our visitors. A breathtaking setting of Japanese water gardens, mountain and vineyard vistas, combined with an inviting tasting room, offers guests a welcoming environment that encourages picnic lunches and leisurely days spent on the estate.",Wineries,Y,Y,Y,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Balletto Vineyards (Winery),5700 Occidental Road,Santa Rosa,CA,95401,(707) 568-2455 x105,http://www.ballettovineyards.com/,"They already had 35 acres of Chardonnay, Pinot Noir and Pinot Gris vineyards on their home ranch in the western hills of Sebastopol and felt that in order to stay in the farming business they must make a change.  So, in 1999, the conversion of vegetable land to vineyard planting began.
In 2001, the Ballettos crushed enough Russian River Valley fruit for 391 cases of Chardonnay and 689 cases of Pinot Noir.  In 2002, they again crushed small amounts of Chardonnay and Pinot Noir while adding Pinot Gris from their Burnside Rd. vineyard.  For the 2003 vintage, they added Zinfandel from the BCD Farms vineyard in the Russian River Valley. 
The Balletto Family has over 600 acres in the Russian River Valley and select 10% from many different clones and soil types to make their wine.  They feel fortunate to sell the remaining 90% of their grapes to other wineries.   In July 2010, the Balletto Family was honored being awarded the Sonoma County Farm Bureau Farm Family of the Year.    ",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Christopher Creek Winery,641 Limerick Lane,Healdsburg,CA,95448,(707) 433-2001,http://christophercreek.com/,"Christopher Creek Winery is a small, family owned winery with a long history of producing award winning, estate bottled, and hand crafted wines, with annual production around 4,000 cases. Located in Healdsburg, California on 11 rolling acres in the famous Russian River Valley AVA, with another 27 acres planted high on Bradford Mountain in Dry Creek AVA. Our first grape vines were planted in 1972, with the winery opening up shortly thereafter in 1974. Those first vines are still producing exceptional wines, and can be enjoyed daily as our Reserve Petite Syrah and Reserve Syrah.
Christopher Creek has earned hundreds of awards for its wines since 1974 with the legendary success of our Petite Sirah, Syrah, and Cabernet Franc leading the way. Today, we have expanded our portfolio to include Cabernet Sauvignon, Zinfandel, Pinot Noir, Chardonnay, Viognier, Port and Chocolate Bliss. Growing quality grapes is the primary focus in developing great wines, so each of our wines are hand harvest and hand crafted by our artisan wine maker, Mike Brunson, to ensure quality.",Wineries,Y,Y,Y,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Dutton Estate Winery,8757 Green Valley Road,Sebastopol,CA,95472,(707) 829-9463,http://sebastopolvineyards.com/,"Dutton Estate wine program began with the 2002 vintage. The line was designed to showcase the Dutton’s love for single vineyard wines that reflect the individuality of each vineyard site. Opting for low-impact winemaking techniques, helps bring out the true taste of the vineyards. All wines show the terrior of the estate vineyards.",Wineries,Y,Y,N,Y,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,10,16:30,
"D`Argenzio Winery, Inc.","1301 Cleveland Avenue, Suite A",Santa Rosa,CA,95401,(707) 546-2466,http://www.dargenziowine.com/,"Nestled in the world-class wine region of Sonoma County, D’Argenzio Winery is a boutique winery unlike any other. What began humbly, as a hobby for two identical twin brothers, is now a full production winery looking to continue the tradition of the family’s artisan heritage. Owned and operated by three generations of Italian Americans working together to showcase the finest artisan wines, Santa Rosa’s urban boutique winery specializes in offering a selection of wines from Sonoma County’s most prestigious appellations as well as a unique collection of Italian Varietals. Each wine produced is a small lot, with less than 300 cases of each produced.",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,21,11,19,11,19,11,17,
Hanna Winery ,5353 Occidental Road,Santa Rosa,CA,95401,(707) 575-3371,http://www.hannawinery.com/,"HANNA Winery was founded in 1985 by Dr. Elias Hanna, a world-renowned cardiac surgeon, who was eager to find a place in the country to continue the farming heritage of his upbringing. Dr. Hanna’s oldest daughter Christine has run the operations of the winery for 20 years and has had the pleasure of living in Sonoma all of her adult life. As a result, Christine Hanna has come to embody the Sonoma Valley lifestyle, epitomizing the region’s DIY approach to food, wine, gardening, design and entertaining. Following the release of her cookbook, “The Winemaker Cooks,” she continues to create and promote her recipes alongside her food-friendly wines.
HANNA is most commonly known for its Russian River Valley Sauvignon Blanc and Chardonnay, as well as its Alexander Valley Cabernet Sauvignon. HANNA Winery also produces other varietals such as Zinfandel from the steeply-terraced hillsides of Bismark Mountain Vineyard.",Wineries,Y,Y,N,Y,10,16,10,16,10,16,10,16,10,16,10,16,10,16,
HKG Estate Wines at Hop Kiln Vineyards,6050 Westside Road,Healdsburg,CA,95448,(707) 433-6491,http://www.hkgwines.com/,"From planting, growing and harvesting to crushing, processing, bottling and labeling, our award-winning HKG Estate wines are a result of the meticulous care given to the fruit by vineyard manager David Smith merged with a progressive vision for what ends up in the bottle from rising star winemaker Chuck Mansfield.
HKG Estate Wines come exclusively from fruit grown on our 250-acre estate located amongst the Russian River Valley’s finest producers. We are geographically blessed with a variety of soil types and microclimates that allow for vast differentiation and an array of flavor profiles even within blocks of the same varietals.
Today we make 5 different varietals: Pinot Noir, Chardonnay, Pinot Grigio, Rosé of Pinot Noir and our newest creation Sparkling Rosé of Pinot Noir.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Inman Family Wines,3900 Piner Road,Santa Rosa,CA,95401,(707) 293-9576,http://www.inmanfamilywines.com/,"At INMAN FAMILY WINES our focus is on small lots of wine made from impeccably grown grapes in Sonoma County’s Russian River Valley and Sonoma Coast.
Our passion is two-fold: elegant Pinot Noir and the beautiful Russian River Valley. Our estate vineyard, Olivet Grange is organically farmed and we encourage sustainable practices in
the vineyards of those who supply us with grapes.",Wineries,N,Y,N,Y,11,16,,,,,11,16,11,16,11,16,11,16,
Korbel Champagne Cellars,13250 River Road,Guerneville,CA,95446,(707) 824-7000,http://www.korbel.com/,"Korbel is known for the California Champagnes, but the grounds are also very impressive. 
The Korbel Gardens’ impressive collection of roses — more than 250 varieties in hedge-lined beds — lies in front of the circa-1882 Korbel family house. In addition, a wide range of perennials, shrubs, redwood, linden, dogwood and flowering plum trees, and plants native to the redwood forest surround the Antique Rose Garden.",Wineries,Y,Y,N,N,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Lost Canyon Winery,123 4th Street,Santa Rosa,CA,95401,(707) 623-9621,http://www.lostcanyonwinery.com/,"Production of exceptional wine is never a certainty. Even if the fruit comes from such preeminent growing appellations as the Russian River Valley, Sonoma Coast, and Los Carneros, careful focus and premier viticulture practices must unite with a deep-rooted passion to create the most individually stunning wines available. Lost Canyon Wines are a testament to this truly unique point of view.
We've stripped down the ornate trappings of finicky winemaking and replaced it with crisp, clean, serious winemaking. To be sure, this is truly a pioneering and innovative methodology that showcases the eccentric characteristics specific to each individual vineyard’s personality. If you love wine that is dark but nervy, powerful and distinct, bright yet grounded, velvety and lush, layered and forever memorable, then the Lost Canyon collection of Pinot Noir, Syrah, and Chardonnay, is precisely what you are searching for. Welcome to the Lost Canyon.",Wineries,N,Y,N,Y,,,,,,,,,11,16,11,16,11,16,
Merriam Vineyards (Winery),11650 Los Amigos Road,Healdsburg,CA,95448,(978) 352-8155,http://www.merriamvineyards.com/,"Nestled in the warmest edge of the Russian River Valley, Merriam Vineyards invites guests to cross cultures while tasting California-crafted Bordeaux-style wines in a beautifully appointed tasting room designed with the comfort and warmth of a New England-style home. This new winery, representing an east meets west experience, lies in the hub of three major California appellations, Russian River Valley, Dry Creek Valley, and Alexander Valley, and is the gateway to Healdsburg’s wine country. Come and enjoy Merriam Vineyard wines on the winery terrace overlooking the magnificent Russian River Valley.",Wineries,Y,Y,Y,Y,10,17,10,17,10,17,10,17,10,17,10,17,10,17,
Moshin Vineyards,10295 Westside Road,Healdsburg,CA,95448,(707) 433-5499,http://www.moshinvineyards.com/,"Moshin Vineyards and Winery began in 1989 as the dream of Rick Moshin, a San Jose State University math instructor – and with the Moshin Family’s purchase of a ten-acre Pinot Noir Vineyard located in the Russian River Valley of Sonoma County, California. The Moshin Vineyards of today features a unique 4-tier Gravity Flow Winery and control of 28 acres of grapes – mostly Pinot Noir. The tasting room is open daily to the public and tours of the winery can be made by appointment.
We specialize in small lot, hand-crafted wines, which include Pinot Noir, Sauvignon Blanc, Chardonnay, Merlot, Petite Sirah and Zinfandel. ",Wineries,Y,Y,N,Y,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,11,16:30,
Russian River Vineyards,5700 Gravenstein Hwy. No.,Forestville,CA,95436,(707) 887-3344,http://www.russianrivervineyards.com/,"The softly undulating hills of the famed Russian River Valley, caressed by cool blankets of fog and anchored by volcanic soils, are home to some of the world’s finest vineyards, which consistently produce outstanding, distinctive and highly praised wines.
In the heart of this renowned wine growing region is the picturesque and historic Russian River Vineyards, one of the valley’s oldest and most storied wineries.
Ever mindful of its treasured past, new owners Chris O’Neill, Barbara Sattler and Giovanni Balistreri, are meticulously renovating the estate, with the goal of transforming it into a modern-day archetype of an organic, sustainable and “green” winery. Consider staying for dinner in our restaurant, the only winery-based restaurant in the Russian River Valley, offering an unparalleled Wine Country dining experience in an historic 1890s farmhouse.",Wineries,Y,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Trione Vineyards and Winery,19550 Geyserville Avenue,Geyserville,CA,95441,(707) 814-8100,http://trionewinery.com/,"Three generations, four decades, five ranches — our family is deeply rooted in the Sonoma County wine industry. Dedicated farmers for forty years, brothers Mark and Vic Trione own and cultivate close to 700 vineyard acres in three prime Sonoma County appellations: Russian River Valley, Alexander Valley and Sonoma Coast.",Wineries,Y,Y,N,Y,10,17,,,,,10,17,10,17,10,17,10,17,
Twomey Cellars,3000 Westside Road,Healdsburg,CA,95448,(707) 942-7020,https://www.twomey.com/,"Our family established Twomey Cellars to pursue the discovery of varietals in California beyond Cabernet Sauvignon. We use the same philosophy that has guided Silver Oak since its founding in 1972: make exceptional, food-friendly wines that are deliciously drinkable upon release. We’re able to apply our 40 years of winemaking experience combined with a spirit of innovation to create our Merlot, Pinot Noir and Sauvignon Blanc. With a focus on excellence and sustainability, we source fruit from some of the best appellations and vineyard sites in California. At our wineries in Calistoga and Healdsburg, we work small to create unique, approachable wines that you will enjoy with friends and family.",Wineries,Y,Y,N,Y,10,17,10,17,10,17,10,17,10,17,10,17,11,17,
The Mountain Winery,14831 Pierce Rd,Saratoga,CA,95070,(408) 741-2822,www.mountainwinery.com/,"The Mountain Winery is privileged to provide an incomparable setting for a wide variety of events, including weddings, corporate meetings, dinner parties, concerts, and holiday parties. We have impressive vistas, with landscaped gardens and redwood groves encircling our terrace, resulting in an ideal outdoor venue. Events hosted indoors amid oak casks in the historic stone-masonry Winery Building. Both offer a wonderful environment, unique from any other in the valley.
For the annual summer concert series, our historic Winery Building, with its intimate ivy-covered stone structure, engenders old world ambiance and provides a dramatic stage backdrop. This intimate setting ensures an exceptional experience for our star performers and guests alike.",Wineries,Y,Y,N,Y,,,,,,,12,17,12,17,12,17,12,17,
Cooper-Garrod Estate Vineyards,22645 Garrod Rd,Saratoga,CA,95070,(408) 867-7116,http://www.cgv.com/,"The sunny days, moderate nights, and long growing season of the Santa Cruz Mountains, which are south of San Francisco and overlook the Pacific Ocean and the San Francisco Bay, have long been recognized as ideal for world class wines.
The Garrod family began involvement with California agriculture and open space in 1893, purchasing lands from the Mount Eden Orchard and Vineyard Company. Our label recalls glorious apricot and prune blossoms which enhanced spring views from our hillside early in the previous century. Since 1972, aging orchards have been replaced with grapes which thrive in this microclimate.
So continues the agricultural tradition begun by winemaker Bill Cooper and vineyard master Jan Garrod's great-grandfather. Winemaker Emeritus George Cooper refined his craft by learning from his fellow vintners in the Santa Cruz Mountains, Napa Valley, Burgundy, and Bordeaux.",Wineries,,Y,N,Y,12,17,12,17,12,17,12,17,12,17,10,17,10,17,
Picchetti Winery,13100 Montebello Rd,Cupertino,CA,95014,(408) 741-1310,http://www.picchetti.com/,"Today the Picchetti Winery produces approximately 9000 cases of hand crafted award winning wine a year, drawing from a multitude of vineyards that include 3 acres of over 110 year old Zinfandel vines, Leslie’s Estate Chardonnay and Estate Cabernet Sauvignon vineyard on Montebello Road as well as other commercial vineyards located throughout the state.",Wineries,,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Boaventura de Caires Vineyard,9309 Tesla Rd,Livermore,CA,94550,(925) 606-9672,boaventuravineyard.com,"Since the land is well-suited to growing Cabernet grapes, BoaVentura Winery specializes in Cabernets. Yet, as Caires notes, he also “fell in love with the Vino Verde white wines while traveling through Spain and Portugal,” both of which are made from the Albarino grape – the same grape he used to create BoaVentura’s newly released white table wine. “It’s really unlike anything we have in the United States,” he adds.
BoaVentura wines are truly handmade. The grapes are hand-picked by family and friends, and Brett and Monique take pride in crafting wines that BoaVentura Baptiste de Caires would be proud of. After all, his spirit is manifested in the name of the winery, Boa Ventura, or “Good Venture.”",Wineries,Y,Y,Y,Y,,,,,,,,,,,12,16,12,16,
Chouinard Winery,33853 Palomares Rd,Castro Valley,CA,94552,(510) 582-9900,chouinard.com,"Our wines reflect the personal family flavor of Chouinard Vineyard and Winery. A little laid back. The winery has an enviable track record of producing some of the Livermore Valley and California’s finest Zinfandels and Chenin Blancs. Along with these “flagship wines,” Chouinard Vineyard is also known for, Chardonnay, Merlot, Malbec, Ice Wine and Barbera.",Wineries,Y,Y,Y,Y,,,,,,,,,,,12,17,12,17,
Nella Terra Cellars,5005 Sheridan Rd,Sunol,CA,94586,(408) 893-9463,nellaterra.com,"The Beemiller family started Nella Terra Cellars Boutique Winery and Event Center in 2013 as a Benefit Corporation. The unique microclimate of Nella Terra’s valley provides an ideal environment for growing high quality California grapes. Our vines are grown with a combination of sustainable and organic practices. On our hillside vineyard, we grow two Vitis Vinifera varietals that are well suited to the cooler days of Sunol; Pinot Noir and Viognier. While these varietals are known for being difficult to grow, they produce rich and complex flavors when artfully fermented into wine. Since our vines are not projected to produce wine making grapes until the fall of 2016, Nella Terra has been seeking out and hand picking the best local fruit and wine from Livermore Valley, Napa Valley, and the California Central Coast.
We're a small winery that is primarily a wedding venue, thus reservations are required and groups must be for 10 or more. ",Wineries,Y,Y,Y,Y,,,,,,,,,,,,,,,
Bottle Jack Wines,1088 La Madrona Dr,Santa Cruz,CA,95062,(831) 227-2288,bottlejackwines.com,"Bottle Jack was started with the idea of doing what we love and loving what we do. Our goal is to make wines that we know we’ll enjoy drinking ourselves and that are to be shared with family friends laughter and love. It’s not our style to woo you with grandiose stories, fancy marketing lingo or extravagant terms of rare and exotic fruits, flavors or aromas. Our dream is simple but it is also tons of fun. Our wines are great. We’re proud to hold a bottle in our hands and share a glass with our friends and family. ",Wineries,N,Y,N,Y,,,,,,,,,,,12,16,,,
Pelican Ranch Winery,100 Kennedy Dr,Capitola,CA,95010,(831) 426-6911,pelicanranch.com,"Pelican Ranch Winery is a small, family owned and operated winery specializing in Rhone and Burgundy style wines from the best vineyards in California. Established in 1997, the winery is located a short distance from Monterey Bay which provides the constant, cool, coastal influence that allows for controlled, slow fermentation. The result is rich, full-flavored, complex wines. Pelican Ranch wines are labeled according to their single-vineyard designation. Production is limited to 100 cases from each vineyard.
Our Tastings are on the 3rd Saturday of each month from 12:00 – 4:00 pm.",Wineries,N,Y,,,,,,,,,,,15,20,12,17,12,17,
Skov Winery,2364 Bean Creek Rd,Scotts Valley,CA,95066,,skovwinery.com,"Skov Winery produces award-winning Chardonnay, Pinot Noir, Merlot and Zinfandel. The name Skov (pronounced ""skô"") means ""forest"" in Danish, tying together our Danish background with our winery's long-time home in the redwoods of the Santa Cruz Mountains.",Wineries,Y,Y,N,Y,,,,,,,,,,,,,,,CONTACT
Tudor Wines Tasting Room,Mission Between Ocean Ave & 7th,Carmel,CA,93921,(831) 224-2116,http://www.tudorwines.com/,"Every year our grandfather Tudor used to make wine for his friends and family. It’s a tradition. The Tudor family has been growing grapes and lavender – and making wine on the Island of Hvar in Croatia – for over 2,000 years. The Tudors began growing grapes in California early in the 1900_s and continue to operate one of the largest table grape vineyards in the country.
In 1997, Dan began his quest and discovered Monterey County’s potential as top-flight winegrowing region. Its vast microclimates and terroir allow for over 40 different grape varieties but it was Pinot Noir that Dan pursued. Dan’s first cousin Christian Tudor, committed to preserving the family tradition, teamed up with Dan to start Tudor Wines and create handcrafted wines.",Wineries,,Y,,,,,,,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,11:30,21:30,CONTACT
Mcintyre Vineyards Tasting Studio,169 Crossroads Blvd,Carmel,CA,93923,(831) 626-6268,www.mcintyrevineyards.com,"The McIntyre Estate Vineyard lies in the “sweet spot” of Monterey County’s Santa Lucia Highlands AVA, a 12-mile stretch of benchland renowned for producing wines of character and complexity. Originally planted in 1973, the 80-acre site (60 acres planted) boasts some of the Highlands’ oldest Pinot Noir and Chardonnay vines. The winery’s other estate property is the 81-acre Kimberly Vineyard in Arroyo Seco. Proprietor Steve McIntyre is one of the most knowledgeable viticulturists in California. As owner/operator of Monterey Pacific, he farms 11,000 acres in Monterey County. The McIntyre Estate Vineyard was among the first properties in the Santa Lucia Highlands to be SIP (Sustainability In Practice) Certified.",Wineries,,Y,N,,9,19,9,19,9,19,8,20,8,20,8,20,8,20,
Holman Ranch Vineyards & Winery,19 E Carmel Valley Rd,Carmel Valley,CA,93924,(831) 659-2640,www.holmanranch.com,"Holman Ranch Vineyards and Winery Tasting Room offers the perfect backdrop to swirl, sip and savor estate wines from the Holman Ranch located in picturesque Carmel Valley. With a choice of five varietals there is something for everyone. Varietals include full-bodied Pinot Noirs; light and fruity Pinot Gris; lightly oaked Chardonnay; subtle and crisp Sauvignon Blanc, and their light, crisp, dry Rosé of Pinot Noir. Also available for tasting and purchase is their hand-harvested, cold pressed and bottled, extra virgin olive oil which is produced from the fruits of their 100 Tuscan varietal olive trees.",Wineries,,Y,N,Y,11,17,11,17,11,17,11,17,11,17,11,17,11,17,
Cowgirl Winery,25 Pilot Rd,Carmel Valley,CA,93924,(831) 298-7030,https://cowgirlwinery.com,"Nestled in the sunny village of Carmel Valley, California, Cowgirl Winery brings a unique, but authentic experience in wine tasting. An old redwood barn marks the location of the charming tasting room along with nine chickens that roam the grounds during the day. Once you step onto the grounds it is as if you have been transported to how Carmel Valley once looked when cowgirls and cowboys traveled around by horse through the valley.
Cowgirl winery was created to celebrate the past and present culture of Carmel Valley. Our tasting room provides an atmosphere where visitors can sit, relax, and appreciate the beauty of wine along with the gorgeous view of the Carmel Valley Hills.",Wineries,Y,Y,N,Y,11:30,17,11:30,17,11:30,17,11:30,17,11:30,18,11:30,18,11:30,17,
Ahlgren Vineyard,20320 Hwy 9,Boulder Creek,CA,95006,(831) 338-6071,www.ahlgrenvineyard.com,"As you know, we have been selling from our fairly vast collection of Library Wines. We still have more to go. Additional wines come in from the warehouse every week, so the supply remains good, interesting discoveries being made every time we taste. It is pretty remarkable, actually.",Wineries,N,Y,N,Y,,,,,,,,,,,12,16,,,
